,ACCOUNT_NUM.hash,CUSTOMER_REF.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Categorical,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Categorical,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Categorical,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Categorical,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Categorical,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Categorical,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_Cumulative_Revenue,IDD_outgoing_country,Peo_TV_Package,PEO_TV_Categorical,PEO_TV_Scaled,event_source.hash,BB_Categorical,BB_Scaled,BB_Package,TARIFF_NAME,BB_Medium,Location_Identifier,GENDER,BIRTH_YEAR,AGE,ONNET_Overall_Categorical,OFFNET_Overall_Categorical,IDD_Overall_Categorical,VOICE_Categorical,Subscription,Sub_Type,Sub_Usage,Sub_Type_State,Megaline_Package,Megaline_Month_Subscribed,Megaline_Rental,Megaline_One_Time_Charge,Package_Type,FTTH_Package,FTTH_Month_Subscribed,FTTH_Rental,FTTH_One_Time_Charge,VAS_Package,VAS_Month_Subscribed,VAS_Rental,VAS_One_Time_Charge,Product_Type,MEDIUM,Sub_Update_Date,Sub_Update_Status,Sub_Update,BB_Extra_GB_Usage_Times,BB_Extra_GB_Month_vs_Rental,BB_Extra_GB_Purchased_Scaled,BB_Extra_GB_Purchase_Categorical,BB_Extra_GB_Amount,Peo_Extra_Channels_Cumulative_Rental,Peo_Extra_Channels_Month_vs_Rental,Peo_Extra_Channels_Purchased_Scaled,Peo_Extra_Channels_Purchased_Categorical,Having_Insurance,Having_Senior_Citizen_Scaled,Having_Senior_Citizen,Having_Kids_at_Home_Scaled,Having_Kids_at_Home,SMEs_Scaled,SMEs,Having_Teenagers_Students_Scaled,Having_Teenagers_Students,Having_Working_Professionals_Scaled,Having_Working_Professionals,Having_Family_Member_Abroad_Scaled,Having_Family_Member_Abroad,Tamil_Customer,Peo_Packages_if_Senior_Citizen,Peo_Packages_if_Kids,Peo_Packages_if_Teenager_Students,Peo_Package_if_Working_Professionals,BB_Package_if_Working_Professionals,BB_Packages_if_Teenager_Students,BB_Packages_if_SMEss,VAS_if_Kids,VAS_if_Teenager_Students,VAS_if_Working_Professionals,IDD_if_Family_Member_Abroad
10,0d4098a262a8bed6ac4253f42dfc5769,526ea6c86fb090085b41384fb442f0d3,0.0407999738356881,LOW,NO,LOW,0.0544544740973312,NO,LOW,0.0149381868131868,NO,LOW,0.0216100863422292,NO,LOW,0.0418333333333333,NO,"['PTCL/Pakistan Incoming II', 'Orange/France Incoming II', 'DU/UAE Incoming II']",LOW,0.032051282051282,NO,124020.0,['India'],PEO_SILVER,MEDIUM,0.49375,00cc5a820586ce291c0fa4c2a99a4816,LOW,0.0729166666666666,Web LITE,Web Lite,COPPER,MSAG5200BG-NODE431391,F,1955.0,66.0,LOW,LOW,LOW,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']",Assumed,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 450.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']",,,,,,,,,,"MC, MC, MC, MC",,,,,,,,,,,,,,0.3,,0.2,,0.0,,0.1,,0.1,,0.85,YES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,fac45c3800fe3b9a28cc124f692a9f4a,1a3bd9d23521b899ffc076457ea91710,0.0263768969126111,LOW,NO,MEDIUM,0.117592229199372,NO,LOW,0.0667925824175824,NO,LOW,0.0741022370486656,NO,,,,,,,,,,PEO_SILVER,HIGH,0.86875,00cdc20b1406e0a11c7500d5ef716d20,,,Student Package 1,Student Package 1,COPPER,MSAG5200-ISLMT-AVR-NODE467161,M,1978.0,43.0,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Assumed,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['2018-09', '2018-09', '2018-09', '2018-09']","[390.0, 899.0]",[],"['BB', 'Other', 'Voice', 'PeoTV']",,,,,,,,,,"MC, MC, MC, MC",,,,1.0,{'2018-12': nan},0.01,LOW,,,,,,,0.0,,0.45,,0.1,,0.30000000000000004,,0.4,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,f53c729fa6b9ce93c6b4bb190efe41b3,397c0d12bcc977110b8341d7b446ff0e,0.0304323652537938,LOW,NO,LOW,0.0464089481946624,NO,LOW,0.0236950549450549,NO,MEDIUM,0.1189413265306122,NO,,,,,,,,,,PEO_SILVER,HIGH,0.7125,00cdeaab12b17d169d170538c9af9594,,,Student Package 2,Student Package 2,COPPER,MSAG5200-ISLMT-AVR-NODE467161,M,1965.0,56.0,LOW,LOW,,LOW,SLT Megaline Double Play (PV) Package,DOUBLE_PLAY_PV,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Actual,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[899.0, 790.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']",,,,,,,,,,"MC, MC, MC, MC",15/02/2021 18:43:00,Promotion Downgrade,TRIPLE_PLAY -> DOUBLE_PLAY_PV,1.0,{'2018-08': nan},0.01,LOW,,,,,,,0.3,,0.45,,0.1,,0.30000000000000004,,0.2,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,d8c630b63f91a0fb43a4e5fd4d9ca751,c130403284f493dd7429c8429647e58d,0.0179961407639979,LOW,NO,LOW,0.0316179356357927,NO,LOW,0.0479052197802197,NO,LOW,0.0710851648351648,NO,,,,,,,,,,,,,,LOW,0.1284722222222222,,z Sales End_.Home - Double Play,,UA5000(IPMB)SL-NODE385341,F,1992.0,29.0,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO_INFO']",Assumed,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']",,,,,,,,,,"MC, MC",,,,1.0,{'2019-10': nan},0.01,LOW,,,,,,,0.0,,0.0,,0.1,,0.1,,0.30000000000000004,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4ddd3dc2b7a3fe4907f9806fc67ab627,2c3117cdabfe39b37d23dd7e04eca3fa,0.0127305729984301,LOW,NO,LOW,0.0183967817896389,NO,LOW,0.0415521978021978,NO,MEDIUM,0.1353267268445839,NO,,,,,,,,,,PEO_SILVER,MEDIUM,0.5875,00d258d092429ff11d3e3f533f098177,LOW,0.1284722222222222,,TR 2016_.Office - Triple Play,,MSAG5200-ISLND-PHG-NODE500241,,,,LOW,LOW,,LOW,,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']",Assumed,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']",,,,,['PEO TV GO OTT A la carte channels'],['2019-12'],[100],[],[],", ",,,,1.0,{'2019-10': nan},0.01,LOW,,800.0,"{'2019-07': 100, '2019-08': 100, '2019-09': 50, '2019-10': 100, '2019-11': 100, '2019-12': 100}",0.15384615384615383,LOW,,0.0,,0.0,,0.1,,0.2,,0.2,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,11607e3900456dce8a64bbe0fead07f3,e4af9682c9c0e573d1d22cf040dc5ab5,0.3191718995290423,HIGH,NO,HIGH,0.5248233908948194,YES,MEDIUM,0.2534340659340659,NO,HIGH,0.3203492935635793,YES,LOW,0.0025,NO,['Maxis/ MY Incoming II'],,,,,,,,,,,,,z Sales End_Biz SLT Phone,,MSAG5200BG-NODE431391,,,,HIGH,HIGH,LOW,HIGH,,TRIPLE_PLAY,"['VOICE_HIGH', 'BB_NO_INFO', 'TV_NO_INFO']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']",,,,,,,,,,"MC, MC",,,,,,,,,,,,,,0.2,,0.0,,0.0,,0.0,,0.0,,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,3da406d3682d6e70b8246e1276bc485b,5e4ffcf3ec269bfc80b015a728364d2c,0.0983042255363683,LOW,NO,LOW,0.0268102433281004,NO,LOW,0.049793956043956,NO,LOW,0.0339972527472527,NO,,,,,,,,,,PEO_UTHAYAM,HIGH,0.8875,00f9d91d2fbd14503d108b2e4e27a96d,,,,Cu_PEO Uthayam,,MSAG5200BG-NODE431391,,,,LOW,LOW,,LOW,SLT Megaline Double Play (PV) Package,DOUBLE_PLAY_PV,"['VOICE_LOW', 'BB_NO_INFO', 'TV_HIGH']",Actual,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2019-09']",[690.0],[],"['Voice', 'PeoTV', 'Other']",,,,,,,,,,"MC, MC, MC",20/06/2020 13:00:00,Promotion Downgrade,TRIPLE_PLAY -> DOUBLE_PLAY_PV,,,,,,,,,,,0.0,,0.25,,0.0,,0.2,,0.1,,0.0,,YES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,c689edeb7bb9db36383f01bada12ecce,15758413e7e73ad08fc1b5cd8958f7d0,0.0918367346938775,LOW,NO,LOW,0.052050627943485,NO,LOW,0.0013736263736263,NO,LOW,0.0036057692307692,NO,,,,,,,,,,,,,,,,Web LITE,Web Lite,COPPER,C300MNW-MEE-NODE18887751,F,1953.0,68.0,LOW,LOW,,LOW,SLT Megaline Double Play (BV) Package,DOUBLE_PLAY_BV,"['VOICE_LOW', 'BB_NO_INFO', 'TV_NO_INFO']",Actual,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-05']",[450.0],[],"['Voice', 'Other', 'BB']",,,,,,,,,,"MC, MC, MC",24/05/2019 16:21:10,Promotion Upgrade,SINGLE_PLAY -> DOUBLE_PLAY_BV,1.0,{'2019-05': nan},0.01,LOW,,,,,,,0.3,,0.2,,0.1,,0.1,,0.1,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,3bde4ff74b0a8852847af576b81d4e15,1d0c00bf1627d5247d2373e0e1a58901,0.2228954081632653,MEDIUM,NO,MEDIUM,0.2775215855572998,NO,MEDIUM,0.1842376373626373,NO,MEDIUM,0.1119750784929356,NO,LOW,0.0594999999999999,NO,"['Orange/France Incoming II', 'Optus/AU Incoming II', 'Telstra/Australia Incoming II', 'GTS Incoming II', 'STC/Saudi Arabia Incoming II']",LOW,0.0064102564102564,NO,1800.0,['Australia - Mobile'],,,,,LOW,0.1458333333333333,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,F,1967.0,54.0,MEDIUM,MEDIUM,LOW,MEDIUM,,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO_INFO']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[1490.0],[],"['Other', 'Voice', 'BB']",,,,,"['Sisu Connect', 'Basic1 TeleLife', 'Meet Lite']","['2018-08', '2018-08', '2021-06']","[30.0, '60']",[195.0],['Megaline'],"MC, MC",,,,3.0,"{'2018-12': nan, '2020-06': 850.0, '2020-05': 850.0}",0.002861230329041488,LOW,124.0,,,,,YES,0.6,YES,0.7,YES,0.1,,0.30000000000000004,,0.55,YES,1.1,YES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.25,0.0
19,bd9ab5150e50824620e1b6d2c2ae972c,e8ca143307554d84438e54a501f3a79b,0.0336538461538461,LOW,NO,LOW,0.0180288461538461,NO,LOW,0.0054945054945054,NO,LOW,0.0024038461538461,NO,LOW,0.0058333333333333,NO,"['Maxis/ MY Incoming II', 'CTGL/China Incoming II']",,,,,,PEO_SILVER,NO,0.0,013736757d2ddad83cdfaa418921605c,LOW,0.1510416666666666,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLHK-OCC-NODE506561,M,1988.0,33.0,LOW,LOW,LOW,LOW,,DOUBLE_PLAY_BV,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",Assumed,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 1490.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']",,,,,['BB SLT Film Hall Service'],['2018-08'],[],[],['Megaline'],"MC, MC",,,,1.0,{'2018-08': nan},0.01,LOW,,,,,,,0.0,,0.2,,0.1,,0.1,,0.30000000000000004,,0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
