account_num.hash,event_source.hash,ym,outgoing_country,call_count,volume,usage_rev,RTOM_CODE,LOCATION_CODE,MSAN,EQUP_ID, 
ab40998067120555f6241cdb8f24e167,4c9365df447c5c9fb28566a4a517933d,201911,Australia - Mobile,3,51,15300,R-PH,PH-AKG-NODE,MSAG5200,43163, 
ab40998067120555f6241cdb8f24e167,4c9365df447c5c9fb28566a4a517933d,202001,Australia - Mobile,1,278,83400,R-PH,PH-AKG-NODE,MSAG5200,43163, 
ab40998067120555f6241cdb8f24e167,4c9365df447c5c9fb28566a4a517933d,202002,Australia - Mobile,1,108,32400,R-PH,PH-AKG-NODE,MSAG5200,43163, 
ab40998067120555f6241cdb8f24e167,4c9365df447c5c9fb28566a4a517933d,202003,Australia - Mobile,3,107,32100,R-PH,PH-AKG-NODE,MSAG5200,43163, 
ab40998067120555f6241cdb8f24e167,4c9365df447c5c9fb28566a4a517933d,202004,Australia - Mobile,5,179,53700,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202002,U.S.A,2,2379,194285,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202003,U.S.A,5,6769,552801,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202005,U.S.A,8,5271,430465,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202007,U.S.A,10,9221,753049,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,201908,U.S.A,2,303,24745,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,201909,U.S.A,3,3246,265091,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,201910,U.S.A,9,7770,634551,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,201911,U.S.A,3,1904,155493,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202001,U.S.A,4,4210,343817,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202004,U.S.A,6,5303,433079,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202006,U.S.A,2,1690,138017,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,202008,U.S.A,2,2540,207433,R-PH,PH-AKG-NODE,MSAG5200,43163, 
167fd560c376d0e53d70be1c6eb69bbd,ca0fd092dd504fd1037b37238187cc0c,201912,U.S.A,2,522,42630,R-PH,PH-AKG-NODE,MSAG5200,43163, 
1c4c0f12a0352e8aaf58602ecf64e877,f7c44808bcae06037bbb1a9d2aa44291,202003,U.K.,1,30,3500,R-PH,PH-AKG-NODE,MSAG5200,43163, 
1c4c0f12a0352e8aaf58602ecf64e877,f7c44808bcae06037bbb1a9d2aa44291,202006,U.K.,1,821,95783,R-PH,PH-AKG-NODE,MSAG5200,43163, 
1c4c0f12a0352e8aaf58602ecf64e877,f7c44808bcae06037bbb1a9d2aa44291,202002,U.K.,1,10,1167,R-PH,PH-AKG-NODE,MSAG5200,43163, 
1c4c0f12a0352e8aaf58602ecf64e877,f7c44808bcae06037bbb1a9d2aa44291,202004,U.K.,1,468,54600,R-PH,PH-AKG-NODE,MSAG5200,43163, 
bdf5bb04f1a8ac301c95bcd1abd8a8c4,71abb2e3fb7424a48b20bb7a0809f5ea,201910,Qatar - Mobile,1,26,10833,R-PH,PH-AKG-NODE,MSAG5200,43163, 
bdf5bb04f1a8ac301c95bcd1abd8a8c4,71abb2e3fb7424a48b20bb7a0809f5ea,202001,Qatar - Mobile,1,71,29583,R-PH,PH-AKG-NODE,MSAG5200,43163, 
bdf5bb04f1a8ac301c95bcd1abd8a8c4,71abb2e3fb7424a48b20bb7a0809f5ea,201908,Qatar - Mobile,4,338,140834,R-PH,PH-AKG-NODE,MSAG5200,43163, 
c3a650f55ebf0c79bd3a866ac8e250b9,132576053423f9f8bd9aeacfd4436930,201910,United Arab Emirates  - Mobile,4,32,10667,R-PH,PH-AKG-NODE,MSAG5200,43163, 
c3a650f55ebf0c79bd3a866ac8e250b9,132576053423f9f8bd9aeacfd4436930,201911,United Arab Emirates  - Mobile,1,107,35667,R-PH,PH-AKG-NODE,MSAG5200,43163, 
6ae9ee5e124c9fdb0f4d70d009ea2ae4,94e9cc5591e7478b79f3e1707d342eab,202003,U.S.A,2,1520,124133,R-PH,PH-AKG-NODE,MSAG5200,43163, 
6ae9ee5e124c9fdb0f4d70d009ea2ae4,94e9cc5591e7478b79f3e1707d342eab,202004,U.S.A,1,758,61903,R-PH,PH-AKG-NODE,MSAG5200,43163, 
84e623c16270221211fb37ffa49d5fda,ef78b01f6dfaf27e12a4ae9659aee5fd,202006,Italy - Mobile,1,28,8400,R-PH,PH-AKG-NODE,MSAG5200,43163, 
5fbddfef6a6c644dba9d33f2daabc3a0,cff2de1fdc15c64b0c34aaa3a269f4f2,202004,Kuwait -Mobile,1,59,17700,R-PH,PH-AKG-NODE,MSAG5200,43163, 
324b619c08188c4cdfd0b18390013049,5bb03273e10f7df788d5cf560f83a7e5,201908,Italy - Mobile,1,10,3000,R-PH,PH-AKG-NODE,MSAG5200,43163, 
324b619c08188c4cdfd0b18390013049,5bb03273e10f7df788d5cf560f83a7e5,202001,Italy - Mobile,1,36,10800,R-PH,PH-AKG-NODE,MSAG5200,43163, 
324b619c08188c4cdfd0b18390013049,5bb03273e10f7df788d5cf560f83a7e5,202004,Italy - Mobile,1,53,15900,R-PH,PH-AKG-NODE,MSAG5200,43163, 
3588bcf2b85e15cab9371b4dc1af23be,35d678929dbaa56ab419bdcdcc764658,202004,Italy,1,180,14700,R-PH,PH-AKG-NODE,MSAG5200,43163, 
3588bcf2b85e15cab9371b4dc1af23be,35d678929dbaa56ab419bdcdcc764658,202003,Italy - Mobile,2,488,146400,R-PH,PH-AKG-NODE,MSAG5200,43163, 
3588bcf2b85e15cab9371b4dc1af23be,35d678929dbaa56ab419bdcdcc764658,202003,Italy,1,112,9147,R-PH,PH-AKG-NODE,MSAG5200,43163, 
8b5f1919d976663fb00f41cea8712334,e3279532efd5a6d6af5d90a9a4423067,201911,Sweden,5,35,7000,R-KON,IDH-IDJ-NODE,C300M,1106554, 
b75e466f89db5425cfa05828c496c903,fdf1cca1f96ccf2fdf7426b6bd74309e,202001,U.S.A,1,7,572,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
b75e466f89db5425cfa05828c496c903,fdf1cca1f96ccf2fdf7426b6bd74309e,201912,U.S.A,2,33,2695,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
3bde4ff74b0a8852847af576b81d4e15,011adeeaef79aeac706a2e7fc225e8f8,202004,Australia - Mobile,2,6,1800,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
38ae74f500cb64ee06a2bb5eef86ff0f,cc625d9c831db6d985e6ec76a9fc5f15,202003,Italy - Mobile,1,19,5700,R-KON,IDH-IDJ-NODE,C300M,1106554, 
a680a155a6a24890b6c3ae8c94870ad3,25df24be1c74c1acd44001e933b65e82,201908,Australia - Mobile,4,183,54900,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
a680a155a6a24890b6c3ae8c94870ad3,25df24be1c74c1acd44001e933b65e82,201909,Australia - Mobile,5,339,101700,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
a680a155a6a24890b6c3ae8c94870ad3,25df24be1c74c1acd44001e933b65e82,201910,Australia - Mobile,1,53,15900,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
a680a155a6a24890b6c3ae8c94870ad3,25df24be1c74c1acd44001e933b65e82,201911,Australia - Mobile,1,54,16200,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
a680a155a6a24890b6c3ae8c94870ad3,25df24be1c74c1acd44001e933b65e82,201912,Australia - Mobile,1,6,1800,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
708ec595df8a31e818ec6b58bbb7ace8,dfe3cebfc4e26591c25b32a3486ee6f4,202001,Japan - Mobile,1,2,667,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
708ec595df8a31e818ec6b58bbb7ace8,dfe3cebfc4e26591c25b32a3486ee6f4,202002,Japan - Mobile,4,116,38667,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
708ec595df8a31e818ec6b58bbb7ace8,dfe3cebfc4e26591c25b32a3486ee6f4,202006,Japan - Mobile,1,9,3000,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
708ec595df8a31e818ec6b58bbb7ace8,dfe3cebfc4e26591c25b32a3486ee6f4,202004,United Arab Emirates,1,143,47667,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
708ec595df8a31e818ec6b58bbb7ace8,dfe3cebfc4e26591c25b32a3486ee6f4,202001,Japan,1,7,817,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
708ec595df8a31e818ec6b58bbb7ace8,dfe3cebfc4e26591c25b32a3486ee6f4,201910,India,1,21,1365,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
708ec595df8a31e818ec6b58bbb7ace8,dfe3cebfc4e26591c25b32a3486ee6f4,202006,Japan,7,848,98933,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
af62d52e9ba41faa64c7fb655917c731,4006fa22ee43ef7a18c02d794fba96ee,201910,Australia - Mobile,2,68,20400,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
af62d52e9ba41faa64c7fb655917c731,4006fa22ee43ef7a18c02d794fba96ee,201912,Australia - Mobile,1,5,1500,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
af62d52e9ba41faa64c7fb655917c731,4006fa22ee43ef7a18c02d794fba96ee,201911,United Arab Emirates  - Mobile,1,422,140667,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
af62d52e9ba41faa64c7fb655917c731,4006fa22ee43ef7a18c02d794fba96ee,201912,United Arab Emirates  - Mobile,1,98,32667,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
af62d52e9ba41faa64c7fb655917c731,4006fa22ee43ef7a18c02d794fba96ee,202001,Australia,1,57,6650,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
af62d52e9ba41faa64c7fb655917c731,4006fa22ee43ef7a18c02d794fba96ee,201911,Australia - Mobile,3,195,58500,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
af62d52e9ba41faa64c7fb655917c731,4006fa22ee43ef7a18c02d794fba96ee,202001,Australia - Mobile,6,727,218100,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,201910,Australia - Mobile,6,65,19500,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,201912,Australia - Mobile,4,50,15000,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,202003,Australia - Mobile,7,244,73200,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,202004,Australia - Mobile,5,74,22200,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,202005,Australia - Mobile,7,78,23400,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,202006,Australia - Mobile,5,57,17100,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,202008,Australia - Mobile,6,75,22500,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,201911,Australia - Mobile,2,23,6900,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,202001,Australia - Mobile,3,37,11100,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
aaf780ff9549710279b8fb39f57c6aa6,aec4a71342256be71703b92611ded6b3,202002,Australia - Mobile,3,50,15000,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
f03683bf4c134bb86fc6a917600162f4,5f4823ff977d6bcbd4fd5d5ee43341a8,201910,India,8,1055,68575,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
f1dee87cebd679f2e65f297d5fa51ee4,9a6942c3d8d29fdadee1f875d6740c69,202001,Qatar - Mobile,2,75,31250,R-KON,IDH-IDJ-NODE,C300M,1106554, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,202003,Australia,1,397,46317,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,201912,Canada,1,117,9555,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
559698752629d71ade5b54e984e58978,0e4d0edba56dc555531dcbff8936c4cb,201908,UK - Mobile,4,1698,509400,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,202004,Australia - Mobile,2,50,15000,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
559698752629d71ade5b54e984e58978,0e4d0edba56dc555531dcbff8936c4cb,201909,UK - Mobile,3,34,10200,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,202002,Canada,1,316,25807,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,202004,Canada,1,88,7187,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
559698752629d71ade5b54e984e58978,0e4d0edba56dc555531dcbff8936c4cb,202005,United Arab Emirates,1,97,32333,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,202006,Singapore,1,332,66400,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,201912,Australia,1,40,4667,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
559698752629d71ade5b54e984e58978,0e4d0edba56dc555531dcbff8936c4cb,201910,UK - Mobile,12,102,30600,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
4c045e2bf5e9484dfad65c963caee8aa,3ff964e1c7d3ad62aba6a032cdb80e64,202001,Canada,1,51,4165,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
559698752629d71ade5b54e984e58978,0e4d0edba56dc555531dcbff8936c4cb,201912,UK - Mobile,5,32,9600,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
2fabafe2f290e6ebac8bc013b2cbc7ec,76304367364b3c2d5833b070ee10c013,201909,U.K.,2,79,9217,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
2fabafe2f290e6ebac8bc013b2cbc7ec,76304367364b3c2d5833b070ee10c013,202006,U.K.,1,21,2450,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
559698752629d71ade5b54e984e58978,0e4d0edba56dc555531dcbff8936c4cb,202004,UK - Mobile,17,1101,330300,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
2fabafe2f290e6ebac8bc013b2cbc7ec,76304367364b3c2d5833b070ee10c013,201908,UK - Mobile,5,64,19200,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
2fabafe2f290e6ebac8bc013b2cbc7ec,76304367364b3c2d5833b070ee10c013,201909,UK - Mobile,3,223,66900,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
559698752629d71ade5b54e984e58978,0e4d0edba56dc555531dcbff8936c4cb,202007,Italy - Mobile,1,698,209400,R-KON,IDH-KGW-NODE,MSAG5200-ISL,619449, 
2fabafe2f290e6ebac8bc013b2cbc7ec,76304367364b3c2d5833b070ee10c013,201910,UK - Mobile,4,95,28500,R-ND,ND-PHG-NODE,MSAG5200-ISL,50024, 
