,ACCOUNT_NUM.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_country,BB_Scaled,BB_Package,TARIFF_NAME,Location_Identifier,GENDER,Sub_Type,Megaline_Package,Package_Type,VAS_Package,Product_Type,MEDIUM,Sub_Update,Peo_Extra_Channels_Purchased_Scaled,Having_Insurance,Having_Senior_Citizen_Scaled,Having_Kids_at_Home_Scaled,SMEs_Scaled,Having_Teenagers_Students_Scaled,Having_Working_Professionals_Scaled,Having_Family_Member_Abroad_Scaled,Tamil_Customer
10,62a613f1489781af6178b5e56512a672,0.1319662480376766,NO,0.1185243328100471,NO,0.2403846153846154,NO,0.0709134615384615,NO,0.3178333333333333,YES,"['Platinum Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'CTGL/China Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Singtel/ SP Incoming II', 'STC/Saudi Arabia Incoming II']",0.0432692307692307,NO,['Italy - Mobile'],0.1979166666666666,Web LITE,Web Lite,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",['Basic1 TeleLife'],[],", ",SINGLE_PLAY -> TRIPLE_PLAY,0.0,YES,0.5,0.45,0.1,0.3,0.6,1.35,NO_INFO
11,3a4dad085cd6d7c3a3cd2d08066fe72a,0.1395457221350078,NO,0.195717229199372,NO,0.2232142857142857,NO,0.2679552590266876,NO,0.802,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'TATA/Canada Incoming II', 'Optus/AU Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Skype/LUX Incoming II', 'GTS Incoming II', 'Singtel/ SP Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.032051282051282,NO,"['Australia - Mobile', 'Australia']",0.4722222222222221,NO_INFO,AB_Copper Access Bearer,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['Other', 'PeoTV', 'Voice']","['Basic1 TeleLife', 'Plus1 TeleLife']",[],", ",DOUBLE_PLAY_BV -> TRIPLE_PLAY,0.0,YES,0.9,0.55,0.1,0.3,0.2,1.8,YES
12,2ea6c5e59c02744c036fe8ff6cccfb7c,0.0646994374672946,NO,0.0132211538461538,NO,0.1531593406593406,NO,0.0842817896389325,NO,0.0191666666666666,NO,"['Telstra/Australia Incoming II', 'DU/UAE Incoming II']",0.0,NO_INFO,NO_INFO,0.875,Web Family Active,WEB FAMILY ACTIVE,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['PeoTV', 'BB', 'Other', 'Voice']","['Basic1 TeleLife', 'Meet Max']",['Megaline'],"C, C",NO_INFO,0.0,YES,0.8,0.55,0.6,0.7999999999999999,0.95,0.35,NO_INFO
13,1ce18d35b2ddbbcc60b9948191ea6f54,0.0782312925170068,NO,0.070447409733124,NO,0.0489354395604395,NO,0.0375539638932496,NO,0.0425,NO,"['Maxis/ MY Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0.0,NO_INFO,NO_INFO,0.0,NO_INFO,z Sales End_.Home - Double Play,MSAG5200BG-NODE431391,M,TRIPLE_PLAY,['SLT Voice Service'],['Voice'],NO_INFO,NO_INFO,MC,DOUBLE_PLAY_PV -> TRIPLE_PLAY,0.0,NO_INFO,0.0,0.2,0.1,0.2,0.4,0.85,NO_INFO
14,2f5f7b35fdde12af6267f46b2daec2e6,0.0726223181580324,NO,0.0096153846153846,NO,0.1237980769230769,NO,0.0067454866562009,NO,0.0066666666666666,NO,['Telstra/Australia Incoming II'],0.0,NO_INFO,NO_INFO,0.6510416666666666,Web Starter,Web Starter,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['BB', 'Other', 'PeoTV', 'Voice']",['Meet Lite'],[],", ",NO_INFO,0.0,NO_INFO,0.5,0.55,0.2,0.6,0.55,0.35,NO_INFO
15,60fc80e0cdc89975d474afc0fa42f6f4,0.1490875196232339,NO,0.0760890894819466,NO,0.115212912087912,NO,0.0144966640502354,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,Broadband Experience Package,Broadband Experience Package,MSAG5200-ISLBZ-NODE435881,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'PeoTV', 'Voice', 'BB']",['Basic1 TeleLife'],[],", ",TRIPLE_PLAY -> DOUBLE_PLAY_PV,0.0,YES,0.8,0.45,0.0,0.2,0.3,0.0,NO_INFO
16,e05362129a94b4d31412c7d22a11e057,0.0891140109890109,NO,0.0384615384615384,NO,0.0685096153846153,NO,0.0623528257456828,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.1996527777777777,Student Package 1,Student Package 1,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'BB']",['Basic1 TeleLife'],[],", ",NO_INFO,0.0,YES,0.5,0.2,0.1,0.2,0.4,0.0,NO_INFO
17,8ab2a9ff09c00cc01fc8990280dca730,0.1822262558869701,NO,0.2616267660910518,NO,0.1605425824175824,NO,0.1291699372056514,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,Web LITE,Web Lite,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",['E channeling Registration'],['Megaline'],"C, C",NO_INFO,0.0,NO_INFO,0.3,0.45,0.1,0.3,0.4,0.0,NO_INFO
18,df7257328cbe465e049d30cf43dbb3a3,0.0024038461538461,NO,0.10182540553509054,NO_INFO,0.0013736263736263,NO,0.0062794348508634,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,Home Double  Play Peo with My Phone,C300MNW-MEE-NODE18887751,NO_INFO,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['Other', 'PeoTV', 'Voice']",NO_INFO,NO_INFO,"MC, MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.0,0.0,0.0,0.0,0.0,NO_INFO
19,61ad08bec55b984dd1acef4f0986150b,0.1471987833594976,NO,0.1733467425431711,NO,0.1390796703296703,NO,0.1376569858712715,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.2534722222222222,Web LITE,Web Lite,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['PeoTV', 'Voice', 'BB', 'Other']",NO_INFO,NO_INFO,"MC, MC, MC, MC",NO_INFO,0.0,NO_INFO,0.4,0.45,0.1,0.3,0.4,0.0,NO_INFO
20,37c11ba654e04b5a5ae67331377861b8,0.1311567896389324,NO,0.052050627943485,NO,0.0120192307692307,NO,0.0077511773940345,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,z Sales End_.Home - Double Play,MSAG5200-ISLWI-NWT-NODE485201,M,DOUBLE_PLAY_BV,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",NO_INFO,NO_INFO,"MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.2,0.0,0.0,0.2,0.0,NO_INFO
21,642c5906212f5b67367c4696a89d33b3,0.1327184720041862,NO,0.2245633830455259,NO,0.1492101648351648,NO,0.2111459968602825,NO,0.01,NO,['Telstra/Australia Incoming II'],0.0,NO_INFO,NO_INFO,0.0,NO_INFO,z Sales End_.Home - Double Play,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service']","['Voice', 'PeoTV']",NO_INFO,NO_INFO,"MC, MC",NO_INFO,0.0,NO_INFO,0.1,0.45,0.0,0.2,0.3,0.35,YES
22,9135d32e460f1607319ecd41d7e76ad6,0.0240057561486132,NO,0.0328198587127158,NO,0.0554601648351648,NO,0.2220123626373626,NO,0.0125,NO,"['Orange/France Incoming II', 'Skype/LUX Incoming II']",0.0,NO_INFO,NO_INFO,0.1909722222222222,Web PAL,Web Pal,MSAG5200-ISLND-PHG-NODE500241,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['BB', 'Other', 'Voice', 'PeoTV']",NO_INFO,NO_INFO,"MC, MC, MC, MC",NO_INFO,0.0,NO_INFO,0.3,0.45,0.1,0.5,0.2,0.35,NO_INFO
23,6cb73a4f1974baf343039aac0c589734,0.1505756148613291,NO,0.1156544348508634,NO,0.1955700549450549,NO,0.2124705651491365,NO,0.1073333333333333,YES,"['Platinum Incoming II', 'Maxis/ MY Incoming II', 'CTGL/China Incoming II', 'DU/UAE Incoming II', 'KT/Korea Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Optus/AU Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.0,NO_INFO,NO_INFO,0.8385416666666666,Web PAL,Web Pal,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'SLT PeoTV Service']","['BB', 'Voice', 'PeoTV']",['Basic1 TeleLife'],[],", ",NO_INFO,0.0,YES,0.9,0.3,0.4,0.5,0.5,1.1,NO_INFO
24,226641ab4771b05de162a82bc0d75bf8,0.1730278649921507,NO,0.4118426216640503,YES,0.0487637362637362,NO,0.0873233908948194,NO,0.1178333333333333,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Vovida/UK Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'TM/ Malaysia Incoming II', 'STC/Saudi Arabia Incoming II']",0.0368589743589743,NO,['Italy - Mobile'],0.1388888888888888,Abhimaana,Abhimaana,MSAG5200PH-AKG-NODE431631,F,DOUBLE_PLAY_BV,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'Other', 'Voice']",NO_INFO,NO_INFO,"MC, MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.2,0.1,0.1,0.3,1.35,NO_INFO
25,5012580e4e22ef4a34c514164caf9ea7,0.0109563055991627,NO,0.0687794348508634,NO,0.009271978021978,NO,0.02224784144427,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,AB_Copper Access Bearer,C300MKI-NODE10668164,NO_INFO,SINGLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Video on Demand'],[],", ",DOUBLE_PLAY_PV -> SINGLE_PLAY,0.0,NO_INFO,0.0,0.0,0.0,0.0,0.0,0.0,NO_INFO
26,9c9b0255d776404746f570e4b342b121,0.1366512951334379,NO,0.0640698587127158,NO,0.2410714285714285,NO,0.0695888932496075,NO,0.0166666666666666,NO,"['Nowtel Incoming II', 'CTGL/China Incoming II', 'STC/Saudi Arabia Incoming II', 'GTS Incoming II']",0.0,NO_INFO,NO_INFO,0.0,NO_INFO,Cu_Peo Silver,MSAG5200-ISLND-PHG-NODE500241,NO_INFO,DOUBLE_PLAY_PV,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['PeoTV', 'Other', 'Voice']",NO_INFO,NO_INFO,"MC, MC, MC",TRIPLE_PLAY -> DOUBLE_PLAY_PV,0.0,NO_INFO,0.0,0.0,0.0,0.1,0.1,0.35,NO_INFO
27,ee2a1d078dae54446c8b83e33455aa5e,0.2406789638932495,NO,0.1150902668759811,NO,0.2057005494505494,NO,0.1079768445839874,NO,0.01,NO,"['DU/UAE Incoming II', 'CTGL/China Incoming II', 'Ooredoo/Qatar incoming II']",0.0,NO_INFO,NO_INFO,0.1197916666666666,Web Starter,Web Starter,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",NO_INFO,NO_INFO,"MC, MC, MC, MC",DOUBLE_PLAY_PV -> TRIPLE_PLAY,0.0,NO_INFO,0.1,0.45,0.1,0.3,0.6,0.35,NO_INFO
28,07cd6e4581f24168de8a6a6286c61e4c,0.2577184720041863,NO,0.1728806907378335,NO,0.3839285714285714,YES,0.2546114599686028,NO,0.2109999999999999,YES,"['TIS/Italy Incoming II', 'HGC/HK Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Optus/AU Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.0576923076923076,NO,['Italy'],0.0,NO_INFO,AB_Copper Access Bearer,MSAG5200-ISLND-PHG-NODE500241,M,DOUBLE_PLAY_PV,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['Voice', 'PeoTV', 'Other']",NO_INFO,NO_INFO,"MC, MC, MC",DOUBLE_PLAY_PV -> TRIPLE_PLAY,0.0,NO_INFO,0.4,0.2,0.0,0.1,0.1,1.35,NO_INFO
29,72468a66915ec413e33079dd8cc383e2,0.139970892203035,NO,0.067675627943485,NO,0.0376030219780219,NO,0.0280857535321821,NO,0.0033333333333333,NO,['KT/Korea Incoming II'],0.0,NO_INFO,NO_INFO,0.1388888888888888,Web LITE,Web Lite,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Voice', 'Other', 'PeoTV', 'BB']",NO_INFO,NO_INFO,"MC, MC, MC, MC",NO_INFO,0.0,NO_INFO,0.3,0.45,0.1,0.3,0.4,0.1,NO_INFO
30,3ddb2d7662603871c7354efbf1e54826,0.0470221742543171,NO,0.0192307692307692,NO,0.1986607142857142,NO,0.28787284144427,NO,0.1925,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Optus/AU Incoming II', 'Lycatel Incoming II', 'CETIN Incoming II', 'STC/Saudi Arabia Incoming II']",0.0608974358974358,NO,['Australia'],0.0,NO_INFO,Cu_PEO Unnatham,MSAG5200-ISLMV-GDM-NODE482491,NO_INFO,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['Other', 'Voice', 'PeoTV']",NO_INFO,NO_INFO,"MC, MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.25,0.0,0.2,0.1,0.85,YES
31,cc8d273c826b1c1a630bc259f84a9f5c,0.1478855965463108,NO,0.1036352040816326,NO,0.1720467032967032,NO,0.1937549058084772,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,z Sales End_Res SLT Phone,MSAG5200-ISLPC-AGT-NODE480031,M,DOUBLE_PLAY_BV,"['AB Megaline', 'AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Other', 'Voice']",['Meet Lite'],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_BV,0.0,NO_INFO,0.4,0.2,0.0,0.2,0.25,0.0,YES
32,787d13b4fa1a0abbaa332d1fc26f3cba,0.1846301020408162,NO,0.0760890894819466,NO,0.0583791208791208,NO,0.1094976452119309,NO,0.0058333333333333,NO,"['Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0.0064102564102564,NO,['Malaysia'],1.0,Any Flix,Any Flix,MSAG5200-ISLMV-GDM-NODE482491,NO_INFO,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']","['E channeling Registration', 'Meet Max']",['Megaline'],"C, C",NO_INFO,0.0,NO_INFO,0.0,0.35,0.6,1.0,0.75,0.6,NO_INFO
33,28beb61a8e870d8635737d2e10b9d613,0.1086145996860282,NO,0.0735871271585557,NO,0.0226648351648351,NO,0.0203836342229199,NO,0.0033333333333333,NO,['STC/Saudi Arabia Incoming II'],0.0,NO_INFO,NO_INFO,0.0,Web LITE,Web Lite,MSAG5200BG-NODE431391,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",['Plus1 TeleLife'],['Megaline'],"C, C",NO_INFO,0.0,YES,0.5,0.45,0.1,0.3,0.4,0.35,YES
34,9017aea7b442570443e5a1ab8d16df5e,0.1262918628990057,NO,0.218357535321821,NO,0.2706043956043956,NO,0.3527766875981161,YES,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.3420138888888888,Web Family Plus,Web Family Plus,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['BB', 'Voice', 'Other', 'PeoTV']",['Meet Lite'],[],", ",NO_INFO,0.0,NO_INFO,0.1,0.55,0.2,0.6,0.75,0.0,NO_INFO
35,006ff446f4e8c78e943f8ea7ee9f7388,0.0325582155939298,NO,0.1006671899529042,NO,0.0315934065934065,NO,0.0103512558869701,NO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,NO_INFO,0.0,NO_INFO,AB_Copper Access Bearer,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['PeoTV', 'Voice', 'Other']",NO_INFO,NO_INFO,"MC, MC, MC",NO_INFO,0.0,NO_INFO,0.3,0.45,0.0,0.2,0.1,0.0,NO_INFO
36,f380b9c1ef1726a4f469d961155886a1,0.0129595107273678,NO,0.0099833202511773,NO,0.0027472527472527,NO,0.0117248822605965,NO,0.0033333333333333,NO,['CTGL/China Incoming II'],0.0,NO_INFO,NO_INFO,0.5104166666666666,Web Family Plus,Web Family Plus,MSAG5200-ISLMV-GDM-NODE482491,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']",NO_INFO,NO_INFO,"MC, MC, MC, MC",NO_INFO,0.0,NO_INFO,0.0,0.55,0.2,0.4,0.5,0.1,NO_INFO
