ACCOUNT_NUM.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_country,Peo_TV_Package,PEO_TV_Scaled,BB_Package,BB_Scaled,TARIFF_NAME,Location_Identifier,GENDER,Sub_Type,Megaline_Package,Package_Type,VAS_Package,VAS_Rental,VAS_One_Time_Charge,Product_Type,MEDIUM,Sub_Update,BB_Extra_GB_Purchased_Scaled,BB_Extra_GB_Amount,Peo_Extra_Channels_Purchased_Scaled,Having_Insurance,Having_Senior_Citizen_Scaled,SMEs_Scaled,Having_Teenagers_Students_Scaled,Having_Working_Professionals_Scaled,Having_Family_Member_Abroad_Scaled,Tamil_Customer
3a4dad085cd6d7c3a3cd2d08066fe72a,0.139545722,NO,0.195717229,NO,0.223214286,NO,0.267955259,NO,0.802,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'TATA/Canada Incoming II', 'Optus/AU Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Skype/LUX Incoming II', 'GTS Incoming II', 'Singtel/ SP Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.032051282,NO,"['Australia - Mobile', 'Australia']",PEO_UTHAYAM,0.95,,0.472222222,AB_Copper Access Bearer,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['Other', 'PeoTV', 'Voice']","['Basic1 TeleLife', 'Plus1 TeleLife']","['60', '100']",[],[],", ",DOUBLE_PLAY_BV -> TRIPLE_PLAY,0,0,0,YES,0.9,0.1,0.3,0.2,1.8,YES
2ea6c5e59c02744c036fe8ff6cccfb7c,0.064699437,NO,0.013221154,NO,0.153159341,NO,0.08428179,NO,0.019166667,NO,"['Telstra/Australia Incoming II', 'DU/UAE Incoming II']",0,,,PEO_SILVER_PLUS,0.95,Web Family Active,0.875,WEB FAMILY ACTIVE,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['PeoTV', 'BB', 'Other', 'Voice']","['Basic1 TeleLife', 'Meet Max']",['60'],[490.0],['Megaline'],"C, C",,0.052932761,175,0,YES,0.8,0.6,0.8,0.95,0.35,
b8086be3d265f4ea57927a3efb23f89e,0.105131476,NO,0.065173666,NO,0.017513736,NO,0.014030612,NO,0,,,0,,,,0,,0,z Sales End_.Home - Single Play,MSAG5200-ISLWKN-SWP-NODE473481,M,TRIPLE_PLAY,['SLT Voice Service'],['Voice'],['Plus1 TeleLife'],['100'],[],[],", ",,0,0,0,YES,0.5,0,0,0.2,0,
2f5f7b35fdde12af6267f46b2daec2e6,0.072622318,NO,0.009615385,NO,0.123798077,NO,0.006745487,NO,0.006666667,NO,['Telstra/Australia Incoming II'],0,,,PRANAMA,0.91875,Web Starter,0.651041667,Web Starter,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['BB', 'Other', 'PeoTV', 'Voice']",['Meet Lite'],[],[195.0],[],", ",,0.01,0,0,,0.5,0.2,0.6,0.55,0.35,
60fc80e0cdc89975d474afc0fa42f6f4,0.14908752,NO,0.076089089,NO,0.115212912,NO,0.014496664,NO,0,,,0,,,PEO_SILVER_PLUS,0.91875,Broadband Experience Package,0,Broadband Experience Package,MSAG5200-ISLBZ-NODE435881,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'PeoTV', 'Voice', 'BB']",['Basic1 TeleLife'],['60'],[],[],", ",TRIPLE_PLAY -> DOUBLE_PLAY_PV,0,0,0,YES,0.8,0,0.2,0.3,0,
e05362129a94b4d31412c7d22a11e057,0.089114011,NO,0.038461538,NO,0.068509615,NO,0.062352826,NO,0,,,0,,,PEO_SILVER,0.48125,Student Package 1,0.199652778,Student Package 1,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'BB']",['Basic1 TeleLife'],['60'],[],[],", ",,0.01,0,0,YES,0.5,0.1,0.2,0.4,0,
8ab2a9ff09c00cc01fc8990280dca730,0.182226256,NO,0.261626766,NO,0.160542582,NO,0.129169937,NO,0,,,0,,,PRANAMA,0.95,Web LITE,0,Web Lite,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",['E channeling Registration'],[],[],['Megaline'],"C, C",,0.01,30,0,,0.3,0.1,0.3,0.4,0,
c85bcaee7ba741fc344b9574306f0662,0.159733124,NO,0.199224882,NO,0.037431319,NO,0.051069466,NO,0.064333333,NO,"['Etisalat/UAE Incoming II', 'HGC/HK Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.40224359,YES,"['United Arab Emirates', 'United Arab Emirates  - Mobile']",,0,Student Package 2,0.322916667,Student Package 2,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer']","['BB', 'Other']","['Plus1 TeleLife', 'Meet Lite']",['100'],[195.0],['Megaline'],"C, C",,0,14,0,YES,0.5,0,0.2,0.45,1.6,
e72cc247a26a713976e1cf4fd20421fa,0.064069859,NO,0.022002551,NO,0.160027473,NO,0.171016484,NO,0,,,0,,,,0,Student Package 1,0.006944444,Student Package 1,MSAG5200-ISLTBT-TLJ-NODE487241,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['Other', 'BB', 'Voice']",['Basic1 TeleLife'],['60'],[],['Megaline'],"C, C",,0.01,0,0,YES,0.8,0.1,0.1,0.1,0,
6cb73a4f1974baf343039aac0c589734,0.150575615,NO,0.115654435,NO,0.195570055,NO,0.212470565,NO,0.107333333,YES,"['Platinum Incoming II', 'Maxis/ MY Incoming II', 'CTGL/China Incoming II', 'DU/UAE Incoming II', 'KT/Korea Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Optus/AU Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,PEO_SILVER,0.53125,Web PAL,0.838541667,Web Pal,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'SLT PeoTV Service']","['BB', 'Voice', 'PeoTV']",['Basic1 TeleLife'],['60'],[],[],", ",,0.001430615,0,0,YES,0.9,0.4,0.5,0.5,1.1,
81cf6ed160d05bf34082bc2b265ddc02,0.149545395,NO,0.224465267,NO,0.196943681,NO,0.156863226,NO,0.0225,NO,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Optus/AU Incoming II', 'PCCW Incoming  II', 'STC/Saudi Arabia Incoming II']",0,,,,0,Web PAL,0.65625,Web Pal,MSAG5200-ISLPC-AGT-NODE480031,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']","['Meet Lite', 'BB Messenger Bundle', 'Meet Max']",['45'],"[195.0, 490.0]",[],", ",,0.01,8,0,,0.4,0.4,0.8,0.7,0.35,
5012580e4e22ef4a34c514164caf9ea7,0.010956306,NO,0.068779435,NO,0.009271978,NO,0.022247841,NO,0,,,0,,,PEO_RELIGIOUS_PACKAGE,0,,0,AB_Copper Access Bearer,C300MKI-NODE10668164,,SINGLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Video on Demand'],[],[],[],", ",DOUBLE_PLAY_PV -> SINGLE_PLAY,0,0,0,,0,0,0,0,0,
01f29baefa8fabbd7351cc8260f56323,0.418514521,YES,0.535640699,YES,0.507383242,YES,0.482265502,YES,0.339,YES,"['TIS/Italy Incoming II', 'HGC/HK Incoming II', 'Saif Incoming II', 'Dhiraagu/Maldives Incoming II', 'Maxis/ MY Incoming II', 'CTGL/China Incoming II', 'Ooredoo/Qatar incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Singtel/ SP Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,,0,Any Flix,0,Any Flix,C300MIDH-IDJ-NODE11065541,,DOUBLE_PLAY_PV,"['AB WireLess Access', 'BB SLT BroadBand Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'BB', 'PeoTV', 'Other', 'Voice']","['Basic1 TeleLife', 'Sisu Connect', 'Meet Lite']","['60', '30']",[195.0],['Megaline'],"MC, MC",SINGLE_PLAY -> DOUBLE_PLAY_PV,0.121602289,50,0,YES,0.7,0.1,0.3,0.35,1.6,
cc8d273c826b1c1a630bc259f84a9f5c,0.147885597,NO,0.103635204,NO,0.172046703,NO,0.193754906,NO,0,,,0,,,PEO_UTHAYAM,0,,0,z Sales End_Res SLT Phone,MSAG5200-ISLPC-AGT-NODE480031,M,DOUBLE_PLAY_BV,"['AB Megaline', 'AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Other', 'Voice']",['Meet Lite'],[],[195.0],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_BV,0,12,0,,0.4,0,0.2,0.25,0,YES
f6a55d5e804d7688316cb28a870dd0b4,0.018372253,NO,0.055288462,NO,0.008241758,NO,0.020310047,NO,0,,,0,,,,0,,0.739583333,TR 2016_.Home - Double Play,MSAG5200-ISLMLT-VMD-NODE4145091,M,TRIPLE_PLAY,['SLT Voice Service'],['Voice'],"['Plus1 TeleLife', 'Telehealth', 'Meet Lite']","['100', '100']",[195.0],"['Megaline', 'Megaline']","C, C, C, C",,0.01,30,0,YES,0.5,0.4,0.6,0.85,0,
787d13b4fa1a0abbaa332d1fc26f3cba,0.184630102,NO,0.076089089,NO,0.058379121,NO,0.109497645,NO,0.005833333,NO,"['Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0.006410256,NO,['Malaysia'],PEO_SILVER,0.7125,Any Flix,1,Any Flix,MSAG5200-ISLMV-GDM-NODE482491,,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']","['E channeling Registration', 'Meet Max']",[],[490.0],['Megaline'],"C, C",,0.004291845,54,0,,0,0.6,1,0.75,0.6,
28beb61a8e870d8635737d2e10b9d613,0.1086146,NO,0.073587127,NO,0.022664835,NO,0.020383634,NO,0.003333333,NO,['STC/Saudi Arabia Incoming II'],0,,,PEO_UTHAYAM,0.6875,Web LITE,0,Web Lite,MSAG5200BG-NODE431391,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",['Plus1 TeleLife'],[100.0],[],['Megaline'],"C, C",,0.01,0,0,YES,0.5,0.1,0.3,0.4,0.35,YES
77fd1d91ee48aa66d1c289c1a5cf0045,0.034994767,NO,0.032451923,NO,0.015796703,NO,0.036940738,NO,0.010833333,NO,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Ooredoo/Qatar incoming II']",0.141025641,YES,"['Japan - Mobile', 'Qatar - Mobile']",,0,,0,AB_Copper Access Bearer,MSAG5200-ISLMH-POL-NODE491451,M,DOUBLE_PLAY_BV,['AB Copper Access Bearer'],['Other'],"['Plus1 TeleLife', 'Meet Lite']",['100'],[195.0],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_BV,0,0,0,YES,0.5,0,0.2,0.45,1.1,
9017aea7b442570443e5a1ab8d16df5e,0.126291863,NO,0.218357535,NO,0.270604396,NO,0.352776688,YES,0,,,0,,,PEO_SILVER,0.74375,Web Family Plus,0.342013889,Web Family Plus,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['BB', 'Voice', 'Other', 'PeoTV']",['Meet Lite'],[],[195.0],[],", ",,0.01,6,0,,0.1,0.2,0.6,0.75,0,
9e3c8e8815ca1bcdc77f122d1d68741b,0.097740058,NO,0.074053179,NO,0.053228022,NO,0.07864011,NO,0,,,0,,,,0,Web PAL,0,Web Pal,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",['Basic1 TeleLife'],['60'],[],[],", ",,0.01,12,0,YES,0.8,0.1,0.1,0.1,0,
0e0268e1e384b079cb5bd87b0199e607,0.181367739,NO,0.171580651,NO,0.234203297,NO,0.205553375,NO,0.018,NO,['Telstra/Australia Incoming II'],0,,,PEO_SILVER,0.89375,Web Starter,0.677083333,Web Starter,MSAG5200BG-NODE431391,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['PeoTV', 'Other', 'Voice', 'BB']",['Meet Lite'],[],[195.0],[],", ",,0.01,0,0,,0.4,0.4,0.8,0.75,0.35,
cbdd4f5fcffb5a76fd0fca5b032fe8b7,0.004979396,NO,0.002403846,NO,0.100629724,,0.001201923,NO,0,,,0,,,,0,,0,z Sales End_.Home - Triple Play,MSAG5200-ISLMV-GDM-NODE482491,M,SINGLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Video on Demand'],[],[],[],", ",TRIPLE_PLAY -> SINGLE_PLAY,0,0,0,,0,0,0,0.2,0,
4520c37b3625b1e8af30b51159e921dd,0.016965921,NO,0.007211538,NO,0.01717033,NO,0.043269231,NO,0.005833333,NO,['Dhiraagu/Maldives Incoming II'],0,,,,0,,0,Home Double Play BB with My Phone,MSAG5200-ISLMT-AVR-NODE467161,M,DOUBLE_PLAY_BV,"['AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'Voice']","['Cordeless Phone  Installment', 'Meet Lite']",[],[195.0],[],", ",SINGLE_PLAY -> DOUBLE_PLAY_BV,0,11,0,,0.3,0,0.2,0.25,0.1,
2da94ed6edaf69195252ee10f7944a30,0.195275706,NO,0.070079474,NO,0.012190934,NO,0.009321036,NO,0,,,0,,,,0,,0,z Sales End_Res SLT Phone,C300MTP-NODE8700911,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer']","['Voice', 'Other']",['Basic1 TeleLife'],['60'],[],[],", ",,0,0,0,YES,0.5,0,0,0.2,0,
f6e3e4e70d26cb296461e33de68fe3a6,0.062303768,NO,0.011185243,NO,0.01407967,NO,0.013589089,NO,0,,,0,,,PEO_SILVER,0.95,Web LITE,0.067708333,Web Lite,MSAG5200-ISLMT-AVR-NODE467161,,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']","['AB Referral offer Discount', 'Referral offer Discount']",[],[],[],", ",DOUBLE_PLAY_PV -> TRIPLE_PLAY,0.01,11,0,,0,0.1,0.3,0.45,0,
d6073d97172c1e840e4bf68c878b7909,0.290963501,NO,0.269942111,NO,0.320054945,NO,0.33222135,YES,0.243166667,YES,"['HGC/HK Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Optus/AU Incoming II', 'Telstra/Australia Incoming II', 'Orange/France Incoming II', 'GTS Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.057692308,NO,['United Arab Emirates'],,0,Web Family Xtra,0,Web Family Xtra,MSAG5200-ISLMV-GDM-NODE482491,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'BB']","['E channeling Registration', 'E channeling Subscription', 'Meet Lite', 'Meet Max']",[],"[195.0, 490.0]","['Megaline', 'Megaline']","C, C, C, C",,0.004291845,472,0,,0.4,0.3,0.5,0.6,1.35,
1bdb808b0067543eac37a8650abfeb46,0.077953297,NO,0.145432692,NO,0.027644231,NO,0.020947802,NO,0.005833333,NO,"['Maxis/ MY Incoming II', 'Orange/France Incoming II']",0.012820513,NO,['Jordan - Mobile'],,0,Web Pro,0.479166667,Web Pro,MSAG5200-ISLSI-DWS-NODE520721,,TRIPLE_PLAY,"['AB Megaline', 'AB Megaline Startup', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Other', 'Other', 'Voice', 'BB']","['BB Detailed Reports ', 'BB Report Subscription Charge']",[40.0],[],['Megaline'],,,0.00286123,110,0,,0,0.2,0.2,0.2,0.6,
954b260034de32a9b8e1a1f164a65e0a,0.060823849,NO,0.180092229,NO,0.036057692,NO,0.118499804,NO,0,,,0,,,PEO_UTHAYAM,0.53125,Web LITE,0.692708333,Web Lite,UA5000(IPMB)SL-NODE385341,F,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']","['Plus1 TeleLife', 'BB Report Subscription Charge', 'Meet Lite']","['100', 40.0]",[195.0],[],", ",,0.01,1,0,YES,0.5,0.4,0.7,0.95,0,YES
a018da7b58628d06c6f01d499f0bcbb9,0.009958791,NO,0.042067308,NO,0.005151099,NO,0.016336342,NO,0,,,0,,,,0,Any Tide,0.354166667,Any Tide,MSAG5200-ISLMLT-VMD-NODE4145091,,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'BB']",['Meet Lite'],[],[195.0],[],", ",,0.01,0,0,,0,0.2,0.6,0.45,0,
