ACCOUNT_NUM.hash,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_incoming_country,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,IDD_outgoing_country,BB_Scaled,BB_Package,TARIFF_NAME,BB_Medium,Location_Identifier,GENDER,Sub_Type,Megaline_Package,Package_Type,FTTH_Package,VAS_Package,Product_Type,Sub_Update,BB_Extra_GB_Usage_Times,BB_Extra_GB_Purchased_Scaled,BB_Extra_GB_Amount,Having_Insurance,Having_Senior_Citizen_Scaled,Having_Kids_at_Home_Scaled,SMEs_Scaled,Having_Teenagers_Students_Scaled,Having_Working_Professionals_Scaled,Having_Family_Member_Abroad_Scaled,Tamil_Customer
8ce4fe811face4a69aaed5826e59cba8,0.009582679,NO,0.019598705,NO,0.002747253,NO,0.031323587,NO,0,,,0,,,0.236111111,Web Starter,Web Starter,COPPER,ZXDSL9806H-ISLAG-PNP-NODE529761,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']",,,,,1,0.01,37,,0,0.45,0.1,0.3,0.4,0,
5dca0a71aafae66d0aa373f80d97edeb,0.21823489,NO,0.038461538,NO,0.002575549,NO,0.005347331,NO,0,,,0,,,0.372947913,Any Joy,Any Joy,LTE,MSAG5200-ISLMH-POL-NODE491451,F,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",,['Meet Lite'],[],DOUBLE_PLAY_BV -> TRIPLE_PLAY,1,0.01,4,,0,0.2,0.1,0.3,0.55,0,
62a613f1489781af6178b5e56512a672,0.131966248,NO,0.118524333,NO,0.240384615,NO,0.070913462,NO,0.317833333,YES,"['Platinum Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'CTGL/China Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Singtel/ SP Incoming II', 'STC/Saudi Arabia Incoming II']",0.043269231,NO,['Italy - Mobile'],0.197916667,Web LITE,Web Lite,COPPER,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",,['Basic1 TeleLife'],[],SINGLE_PLAY -> TRIPLE_PLAY,1,0.01,0,YES,0.5,0.45,0.1,0.3,0.6,1.35,
9e1731d7cdce3947476dd8106907535e,0.104608189,NO,0.092351845,NO,0.053056319,NO,0.077806122,NO,0,,,0,,,0.614583333,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLMX-NODE5391821,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'BB']",,['Meet Lite'],[],,1,0.01,13,,0,0.3,0.2,0.4,0.65,0,
1bd43575ddbaa82140d43b155784808a,0.01853578,NO,0.021634615,NO,0.019230769,NO,0.031887755,NO,0.155333333,YES,"['Nowtel Incoming II', 'IVY Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Skype/LUX Incoming II', 'STC/Saudi Arabia Incoming II']",0.006410256,NO,['France'],0.189236111,Web LITE,Web Lite,COPPER,UA5000(IPMB)SL-NODE385341,F,TRIPLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service']","['Voice', 'BB']",,,,,0,0,0,,0,0.2,0,0,0.2,0.85,
2ea6c5e59c02744c036fe8ff6cccfb7c,0.064699437,NO,0.013221154,NO,0.153159341,NO,0.08428179,NO,0.019166667,NO,"['Telstra/Australia Incoming II', 'DU/UAE Incoming II']",0,,,0.875,Web Family Active,WEB FAMILY ACTIVE,COPPER,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['PeoTV', 'BB', 'Other', 'Voice']",,"['Basic1 TeleLife', 'Meet Max']",['Megaline'],,38,0.052932761,175,YES,0.8,0.55,0.6,0.8,0.95,0.35,
2f5f7b35fdde12af6267f46b2daec2e6,0.072622318,NO,0.009615385,NO,0.123798077,NO,0.006745487,NO,0.006666667,NO,['Telstra/Australia Incoming II'],0,,,0.651041667,Web Starter,Web Starter,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['BB', 'Other', 'PeoTV', 'Voice']",,['Meet Lite'],[],,1,0.01,0,,0.5,0.55,0.2,0.6,0.55,0.35,
60fc80e0cdc89975d474afc0fa42f6f4,0.14908752,NO,0.076089089,NO,0.115212912,NO,0.014496664,NO,0,,,0,,,0.372947913,Broadband Experience Package,Broadband Experience Package,COPPER,MSAG5200-ISLBZ-NODE435881,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'PeoTV', 'Voice', 'BB']",,['Basic1 TeleLife'],[],TRIPLE_PLAY -> DOUBLE_PLAY_PV,0,0,0,YES,0.8,0.45,0,0.2,0.3,0,
e05362129a94b4d31412c7d22a11e057,0.089114011,NO,0.038461538,NO,0.068509615,NO,0.062352826,NO,0,,,0,,,0.199652778,Student Package 1,Student Package 1,COPPER,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'BB']",,['Basic1 TeleLife'],[],,1,0.01,0,YES,0.5,0.2,0.1,0.2,0.4,0,
8ab2a9ff09c00cc01fc8990280dca730,0.182226256,NO,0.261626766,NO,0.160542582,NO,0.129169937,NO,0,,,0,,,0.372947913,Web LITE,Web Lite,COPPER,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",,['E channeling Registration'],['Megaline'],,1,0.01,30,,0.3,0.45,0.1,0.3,0.4,0,
c85bcaee7ba741fc344b9574306f0662,0.159733124,NO,0.199224882,NO,0.037431319,NO,0.051069466,NO,0.064333333,NO,"['Etisalat/UAE Incoming II', 'HGC/HK Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0.40224359,YES,"['United Arab Emirates', 'United Arab Emirates  - Mobile']",0.322916667,Student Package 2,Student Package 2,COPPER,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer']","['BB', 'Other']",,"['Plus1 TeleLife', 'Meet Lite']",['Megaline'],,0,0,14,YES,0.5,0.2,0,0.2,0.45,1.6,
0e3e3cabb8b653645ad4268f318a80b8,0.005175628,NO,0.015992936,NO,0.004120879,NO,0.237661892,NO,0,,,0.012820513,NO,['Australia - Mobile'],0.372947913,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLPK-PNU-NODE6136021,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",,,,,22,0.030042918,16,,0.3,0.2,0.1,0.1,0.1,0.6,
e72cc247a26a713976e1cf4fd20421fa,0.064069859,NO,0.022002551,NO,0.160027473,NO,0.171016484,NO,0,,,0,,,0.006944444,Student Package 1,Student Package 1,COPPER,MSAG5200-ISLTBT-TLJ-NODE487241,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['Other', 'BB', 'Voice']",,['Basic1 TeleLife'],['Megaline'],,1,0.01,0,YES,0.8,0.2,0.1,0.1,0.1,0,
ed6066e74dafeb5fcfde89ae6ad17ed5,0.047267465,NO,0.537480377,YES,0.742788462,YES,0.795893838,YES,0.018333333,NO,"['Platinum Incoming II', 'CTGL/China Incoming II', 'KT/Korea Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'PTCL/Pakistan Incoming II']",0,,,0.916666667,Web Family Plus,Web Family Plus,COPPER,C300MKI-NODE10668164,,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service']","['BB', 'Voice']",,,,,1,0.01,0,,0.1,0.1,0.4,0.4,0.4,0.85,
61ad08bec55b984dd1acef4f0986150b,0.147198783,NO,0.173346743,NO,0.13907967,NO,0.137656986,NO,0,,,0,,,0.253472222,Web LITE,Web Lite,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['PeoTV', 'Voice', 'BB', 'Other']",,,,,1,0.01,0,,0.4,0.45,0.1,0.3,0.4,0,
9135d32e460f1607319ecd41d7e76ad6,0.024005756,NO,0.032819859,NO,0.055460165,NO,0.222012363,NO,0.0125,NO,"['Orange/France Incoming II', 'Skype/LUX Incoming II']",0,,,0.190972222,Web PAL,Web Pal,COPPER,MSAG5200-ISLND-PHG-NODE500241,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['BB', 'Other', 'Voice', 'PeoTV']",,,,,1,0.01,2,,0.3,0.45,0.1,0.5,0.2,0.35,
39af5478e4375ef1f2ec9fcea8c78840,0.017996141,NO,0.03355573,NO,0.019059066,NO,0.086857339,NO,0,,,0,,,0.372947913,Student Package 1,Student Package 1,COPPER,MSAG5200-ISLMT-AVR-NODE467161,,SINGLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['BB', 'Voice', 'Other']",,,,DOUBLE_PLAY_BV -> SINGLE_PLAY,1,0.01,0,,0,0,0.1,0.1,0.1,0,
6cb73a4f1974baf343039aac0c589734,0.150575615,NO,0.115654435,NO,0.195570055,NO,0.212470565,NO,0.107333333,YES,"['Platinum Incoming II', 'Maxis/ MY Incoming II', 'CTGL/China Incoming II', 'DU/UAE Incoming II', 'KT/Korea Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Optus/AU Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.838541667,Web PAL,Web Pal,COPPER,MSAG5200PH-AKG-NODE431631,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'SLT PeoTV Service']","['BB', 'Voice', 'PeoTV']",,['Basic1 TeleLife'],[],,2,0.001430615,0,YES,0.9,0.3,0.4,0.5,0.5,1.1,
226641ab4771b05de162a82bc0d75bf8,0.173027865,NO,0.411842622,YES,0.048763736,NO,0.087323391,NO,0.117833333,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Vovida/UK Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'TM/ Malaysia Incoming II', 'STC/Saudi Arabia Incoming II']",0.036858974,NO,['Italy - Mobile'],0.138888889,Abhimaana,Abhimaana,COPPER,MSAG5200PH-AKG-NODE431631,F,DOUBLE_PLAY_BV,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'Other', 'Voice']",,,,,1,0.01,0,,0,0.2,0.1,0.1,0.3,1.35,
569e72d3c325ae35b273dc559169cac2,0.092842425,NO,0.456387363,YES,0.104395604,NO,0.111361852,NO,0.072,NO,"['Platinum Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.372947913,Broadband Experience Package,Broadband Experience Package,COPPER,MSAG5200-ISLMV-GDM-NODE482491,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'BB']",,,,,1,0.01,0,,0.4,0.2,0.1,0.1,0.1,0.85,
4a72c857ed2e06a70d6fccc57f27993d,0.172095761,NO,0.128875589,NO,0.074519231,NO,0.114035518,NO,0,,,0,,,0.372947913,Web LITE,Web Lite,COPPER,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'Other', 'BB']",,,,,1,0.01,0,,0.3,0.2,0.1,0.1,0.1,0,
81cf6ed160d05bf34082bc2b265ddc02,0.149545395,NO,0.224465267,NO,0.196943681,NO,0.156863226,NO,0.0225,NO,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Optus/AU Incoming II', 'PCCW Incoming  II', 'STC/Saudi Arabia Incoming II']",0,,,0.65625,Web PAL,Web Pal,COPPER,MSAG5200-ISLPC-AGT-NODE480031,M,TRIPLE_PLAY,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Other', 'BB']",,"['Meet Lite', 'BB Messenger Bundle', 'Meet Max']",[],,1,0.01,8,,0.4,0.3,0.4,0.8,0.7,0.35,
2c16dc261d26ff7d4c7d1259b9e5d7e8,0.019198064,NO,0.008781397,NO,0.007898352,NO,0.001201923,NO,0.119166667,YES,"['Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'CTGL/China Incoming II', 'Optus/AU Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0.011217949,NO,['Cyprus - Mobile'],0.372947913,Web LITE,Web Lite,COPPER,MSAG5200PH-AKG-NODE431631,,TRIPLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['Voice', 'BB', 'Other']",,,,,0,0,0,,0,0,0,0,0,1.35,
ee2a1d078dae54446c8b83e33455aa5e,0.240678964,NO,0.115090267,NO,0.205700549,NO,0.107976845,NO,0.01,NO,"['DU/UAE Incoming II', 'CTGL/China Incoming II', 'Ooredoo/Qatar incoming II']",0,,,0.119791667,Web Starter,Web Starter,COPPER,MSAG5200-ISLMT-AVR-NODE467161,M,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",,,,DOUBLE_PLAY_PV -> TRIPLE_PLAY,1,0.01,0,,0.1,0.45,0.1,0.3,0.6,0.35,
72468a66915ec413e33079dd8cc383e2,0.139970892,NO,0.067675628,NO,0.037603022,NO,0.028085754,NO,0.003333333,NO,['KT/Korea Incoming II'],0,,,0.138888889,Web LITE,Web Lite,COPPER,C300MNW-MEE-NODE18887751,M,TRIPLE_PLAY,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Voice', 'Other', 'PeoTV', 'BB']",,,,,1,0.01,0,,0.3,0.45,0.1,0.3,0.4,0.1,
01f29baefa8fabbd7351cc8260f56323,0.418514521,YES,0.535640699,YES,0.507383242,YES,0.482265502,YES,0.339,YES,"['TIS/Italy Incoming II', 'HGC/HK Incoming II', 'Saif Incoming II', 'Dhiraagu/Maldives Incoming II', 'Maxis/ MY Incoming II', 'CTGL/China Incoming II', 'Ooredoo/Qatar incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Telstra/Australia Incoming II', 'Singtel/ SP Incoming II', 'PTCL/Pakistan Incoming II', 'STC/Saudi Arabia Incoming II']",0,,,0.372947913,Any Flix,Any Flix,LTE,C300MIDH-IDJ-NODE11065541,,DOUBLE_PLAY_PV,"['AB WireLess Access', 'BB SLT BroadBand Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['Other', 'BB', 'PeoTV', 'Other', 'Voice']",,"['Basic1 TeleLife', 'Sisu Connect', 'Meet Lite']",['Megaline'],SINGLE_PLAY -> DOUBLE_PLAY_PV,86,0.121602289,50,YES,0.7,0.5,0.1,0.3,0.35,1.6,
f4e698e818f5aa0ea68e4d2736b9a816,0.003605769,NO,0.001201923,NO,0.016998626,NO,0.103510056,,0,,,0,,,0.372947913,Entree,Entree,COPPER,MSAG5200-ISLIDH-KGW-NODE6194491,M,TRIPLE_PLAY,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['Voice', 'BB', 'Other']",,,,,1,0.01,0,,0.3,0.2,0.1,0.1,0.1,0,
787d13b4fa1a0abbaa332d1fc26f3cba,0.184630102,NO,0.076089089,NO,0.058379121,NO,0.109497645,NO,0.005833333,NO,"['Telstra/Australia Incoming II', 'STC/Saudi Arabia Incoming II']",0.006410256,NO,['Malaysia'],1,Any Flix,Any Flix,LTE,MSAG5200-ISLMV-GDM-NODE482491,,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",,"['E channeling Registration', 'Meet Max']",['Megaline'],,4,0.004291845,54,,0,0.35,0.6,1,0.75,0.6,
28beb61a8e870d8635737d2e10b9d613,0.1086146,NO,0.073587127,NO,0.022664835,NO,0.020383634,NO,0.003333333,NO,['STC/Saudi Arabia Incoming II'],0,,,0.372947913,Web LITE,Web Lite,COPPER,MSAG5200BG-NODE431391,M,TRIPLE_PLAY,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['Voice', 'PeoTV', 'Other', 'BB']",,['Plus1 TeleLife'],['Megaline'],,1,0.01,0,YES,0.5,0.45,0.1,0.3,0.4,0.35,YES
d302d551390873082a868a0a15b76ea8,0.064037153,NO,0.001201923,NO,0.006696429,NO,0.003777473,NO,0,,,0,,,0.921875,Web PAL,Web Pal,COPPER,MSAG5200-ISLMLT-VMD-NODE4145091,M,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['BB', 'Other', 'Voice']",,,,,1,0.01,90,,0,0.3,0.4,0.4,0.6,0,
9017aea7b442570443e5a1ab8d16df5e,0.126291863,NO,0.218357535,NO,0.270604396,NO,0.352776688,YES,0,,,0,,,0.342013889,Web Family Plus,Web Family Plus,COPPER,MSAG5200BG-NODE431391,F,TRIPLE_PLAY,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['BB', 'Voice', 'Other', 'PeoTV']",,['Meet Lite'],[],,1,0.01,6,,0.1,0.55,0.2,0.6,0.75,0,
9e3c8e8815ca1bcdc77f122d1d68741b,0.097740058,NO,0.074053179,NO,0.053228022,NO,0.07864011,NO,0,,,0,,,0.372947913,Web PAL,Web Pal,COPPER,MSAG5200PH-AKG-NODE431631,F,TRIPLE_PLAY,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['PeoTV', 'Voice', 'Other', 'BB']",,['Basic1 TeleLife'],[],,1,0.01,12,YES,0.8,0.2,0.1,0.1,0.1,0,
f380b9c1ef1726a4f469d961155886a1,0.012959511,NO,0.00998332,NO,0.002747253,NO,0.011724882,NO,0.003333333,NO,['CTGL/China Incoming II'],0,,,0.510416667,Web Family Plus,Web Family Plus,COPPER,MSAG5200-ISLMV-GDM-NODE482491,F,TRIPLE_PLAY,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['Other', 'Voice', 'PeoTV', 'BB']",,,,,2,0.001430615,5,,0,0.55,0.2,0.4,0.5,0.1,
