PRODUCT_LABEL.hash,CUSTOMER_REF.hash,ACCOUNT_NUM.hash,PRODUCT_SEQ,START_DAT,END_DAT,PRODUCT_ID,PRODUCT_NAME,EFFECTIVE_DTM,PRODUCT_STATUS
31110bf10f07e3d5e23da9680b1dd287,f72dffa8e0e57e2999859d05fb470b8e,1cf3f313f1060c69dfe814a0e8124f18,58,2018-Aug-01 00:00:00,2019-Oct-06 00:00:00,2171,V_Call Forwarding-No Answer,2019-Oct-06 09:32:00,TX
b635fc31617ffc9c1e6b5015fb32e108,3bab8adf192d3b98fc879ad65bf3b1a8,a4e4afaedb57f205bfeff624c39fe49d,265,2019-Feb-28 00:00:00,2019-Jun-18 00:00:00,2171,V_Call Forwarding-No Answer,2019-Jun-19 00:00:00,TX
31110bf10f07e3d5e23da9680b1dd287,f72dffa8e0e57e2999859d05fb470b8e,1cf3f313f1060c69dfe814a0e8124f18,59,2018-Aug-01 00:00:00,2019-Jan-07 00:00:00,1997,E_PeoTV Initiation,2019-Jan-07 16:57:00,TX
6d219e6c2e086d6959f4d90cad121009,ebd74330fc980cc9a5f9b06cd275eaca,7aa8c0a144b14c0d37d9b50e420c4773,72,2018-Aug-01 00:00:00,2020-Feb-05 00:00:00,1567,V_Selective call acceptance,2020-Feb-05 18:21:00,TX
c66f48cb1851723d3190c7ddb2442434,4623a645e642b67c256cb4b70403d6f9,59600c518e06137a7cfce173bb795123,928,2019-Apr-17 00:00:00,2019-May-27 00:00:00,2172,V_Call Waiting,2019-May-27 18:10:00,TX
60344a111a607288c9a98e0961f99752,45691f210d3f85850907a824f8d18a4d,638c37ebe024d545558ad403d83622ad,57,2019-Feb-06 00:00:00,2019-Sep-17 00:00:00,1584,V_Hotline-Immediate,2019-Sep-17 14:16:00,TX
c66f48cb1851723d3190c7ddb2442434,4623a645e642b67c256cb4b70403d6f9,59600c518e06137a7cfce173bb795123,931,2019-Apr-17 00:00:00,2019-May-27 00:00:00,2079,V_Call holding,2019-May-27 18:10:00,TX
54836a6361cb0a0314be9cd45b2468d5,4ade2d4bdaffcf91d23c254a2c18da3e,d1d1785fd3a15a110c8749bb62452a43,723,2018-Aug-01 00:00:00,2020-Aug-23 00:00:00,2168,V_Call Forwarding,2020-Aug-23 10:09:00,TX
60344a111a607288c9a98e0961f99752,45691f210d3f85850907a824f8d18a4d,638c37ebe024d545558ad403d83622ad,58,2019-Feb-06 00:00:00,2019-Sep-17 00:00:00,1585,V_Hotline-Time Delayed,2019-Sep-17 14:16:00,TX
c66f48cb1851723d3190c7ddb2442434,4623a645e642b67c256cb4b70403d6f9,59600c518e06137a7cfce173bb795123,932,2019-Apr-17 00:00:00,2019-May-27 00:00:00,2081,V_Call Forwarding by time,2019-May-27 18:10:00,TX
54836a6361cb0a0314be9cd45b2468d5,4ade2d4bdaffcf91d23c254a2c18da3e,d1d1785fd3a15a110c8749bb62452a43,741,2018-Aug-01 00:00:00,2020-Aug-23 00:00:00,2169,V_Call Forwarding-Immediate,2020-Aug-23 10:09:00,TX
6d219e6c2e086d6959f4d90cad121009,ebd74330fc980cc9a5f9b06cd275eaca,7aa8c0a144b14c0d37d9b50e420c4773,73,2018-Aug-01 00:00:00,2020-Feb-05 00:00:00,1598,V_Absentee service,2020-Feb-05 18:21:00,TX
60344a111a607288c9a98e0961f99752,45691f210d3f85850907a824f8d18a4d,638c37ebe024d545558ad403d83622ad,45,2019-Feb-06 00:00:00,2019-Sep-17 00:00:00,1575,V_Caller Line Identification,2019-Sep-17 14:16:00,TX
c66f48cb1851723d3190c7ddb2442434,4623a645e642b67c256cb4b70403d6f9,59600c518e06137a7cfce173bb795123,933,2019-Apr-17 00:00:00,2019-May-27 00:00:00,2082,V_Incoming Call Memory,2019-May-27 18:10:00,TX
54836a6361cb0a0314be9cd45b2468d5,4ade2d4bdaffcf91d23c254a2c18da3e,d1d1785fd3a15a110c8749bb62452a43,750,2018-Aug-01 00:00:00,2020-Aug-23 00:00:00,2170,V_Call Forwarding-On Busy,2020-Aug-23 10:09:00,TX
6d219e6c2e086d6959f4d90cad121009,ebd74330fc980cc9a5f9b06cd275eaca,7aa8c0a144b14c0d37d9b50e420c4773,74,2018-Aug-01 00:00:00,2020-Feb-05 00:00:00,1589,V_Abbreviated Dialing,2020-Feb-05 18:21:00,TX
60344a111a607288c9a98e0961f99752,45691f210d3f85850907a824f8d18a4d,638c37ebe024d545558ad403d83622ad,46,2019-Feb-06 00:00:00,2019-Sep-17 00:00:00,1576,V_Short Message Service,2019-Sep-17 14:16:00,TX
54836a6361cb0a0314be9cd45b2468d5,4ade2d4bdaffcf91d23c254a2c18da3e,d1d1785fd3a15a110c8749bb62452a43,754,2018-Aug-01 00:00:00,2020-Aug-23 00:00:00,2171,V_Call Forwarding-No Answer,2020-Aug-23 10:09:00,TX
2d664cd5ed1a0574e0d9f7b2f0cb6eb2,44d73f2e96606b3321aaa0da64848e2d,8fbd2ad4c707a81a91f36166a4e0d4b0,5,2014-Feb-19 00:00:00,2019-Apr-30 00:00:00,1026,M_Activation Charge,2019-May-01 00:00:00,TX
5b6781b3d400c6cb73f5f86afb101e79,409aaa46d9f1c4bf20b89dcd20cabd94,16f2a9ef9a93dd6f1a36dce7aee689b1,40,2018-Aug-01 00:00:00,2020-Jan-17 00:00:00,1607,E_Video on Demand,2020-Jan-17 15:51:00,TX
19f6622a70b16164995db6c6f47f1091,a2154d83c876d4b28fc516cdb7454711,49e35911791c4d8b5de0ce3e031d182d,101,2018-Aug-01 00:00:00,2019-Mar-15 00:00:00,2171,V_Call Forwarding-No Answer,2019-Mar-15 10:31:00,TX
2eb5aeccf29e5317936332e6787c605f,61d43acf669fe1d1bb16ad00976bfbbb,3ec238485f292e3784987c0bb81b41d0,56,2018-Aug-01 00:00:00,2020-Jul-12 00:00:00,2042,AB_Megaline,2020-Jul-12 23:59:59,TX
60344a111a607288c9a98e0961f99752,45691f210d3f85850907a824f8d18a4d,638c37ebe024d545558ad403d83622ad,47,2019-Feb-06 00:00:00,2019-Sep-17 00:00:00,1577,V_Abbreviated Dialing,2019-Sep-17 14:16:00,TX
c66f48cb1851723d3190c7ddb2442434,4623a645e642b67c256cb4b70403d6f9,59600c518e06137a7cfce173bb795123,934,2019-Apr-17 00:00:00,2019-May-27 00:00:00,2083,V_Outgoing Call Memory,2019-May-27 18:10:00,TX
5b6781b3d400c6cb73f5f86afb101e79,409aaa46d9f1c4bf20b89dcd20cabd94,16f2a9ef9a93dd6f1a36dce7aee689b1,41,2018-Aug-01 00:00:00,2020-Jan-17 00:00:00,1606,E_TSTV,2020-Jan-17 15:51:00,TX
a2b518b6ecef2195815d78069bc89e39,1b13a26a33f282d0c62533d1900a3c8a,590a74c64da4a116f7add0655b3938d4,85,2018-Aug-01 00:00:00,2020-Aug-14 00:00:00,1566,V_Secretary service,2020-Aug-14 18:47:00,TX
b4ea13bfc04e89200ba503bc31c8c9aa,9ff074682225431ff063ec64e53fe6e2,a88cf429a820eb62f5859ad4369dd728,1531,2019-Apr-01 00:00:00,2019-Dec-23 00:00:00,2175,V_Hotline-Time Delayed,2019-Dec-23 11:02:00,TX
61a7f8a1e6482ba4437fed00f74eb800,0a85792d71a338b7773a4fb6216868d6,0cb470354bf2cf0630f75e0e57517935,16,2019-Mar-30 00:00:00,2020-Jul-11 00:00:00,1607,E_Video on Demand,2020-Jul-11 22:50:00,TX
bfd697f1151e0592ce888bb93b2f9c9c,2df918b2c20b84267a8030ff45a139e6,b0d2b72ebf132e31c943c098c7f25bd8,65,2018-Aug-01 00:00:00,2020-Jun-07 00:00:00,2042,AB_Megaline,2020-Jun-07 23:59:59,TX
a2b518b6ecef2195815d78069bc89e39,1b13a26a33f282d0c62533d1900a3c8a,590a74c64da4a116f7add0655b3938d4,86,2018-Aug-01 00:00:00,2020-Aug-14 00:00:00,1555,V_Call park,2020-Aug-14 18:47:00,TX
61a7f8a1e6482ba4437fed00f74eb800,0a85792d71a338b7773a4fb6216868d6,0cb470354bf2cf0630f75e0e57517935,15,2019-Mar-30 00:00:00,2020-Jul-11 00:00:00,1606,E_TSTV,2020-Jul-11 22:50:00,TX
bfd697f1151e0592ce888bb93b2f9c9c,2df918b2c20b84267a8030ff45a139e6,b0d2b72ebf132e31c943c098c7f25bd8,67,2018-Aug-01 00:00:00,2020-Jun-07 00:00:00,2076,V_Single VAS Bundle,2020-Jun-07 23:59:59,TX
b4ea13bfc04e89200ba503bc31c8c9aa,9ff074682225431ff063ec64e53fe6e2,a88cf429a820eb62f5859ad4369dd728,1532,2019-Apr-01 00:00:00,2019-Dec-23 00:00:00,2176,V_Absentee service,2019-Dec-23 11:02:00,TX
a2b518b6ecef2195815d78069bc89e39,1b13a26a33f282d0c62533d1900a3c8a,590a74c64da4a116f7add0655b3938d4,91,2018-Aug-01 00:00:00,2020-Aug-14 00:00:00,1568,V_Selective call rejection,2020-Aug-14 18:47:00,TX
25bb001a9a7d38b64b7c97d98b82ef73,848ce93ce8378b13c7703b366a78272f,546191b74cd49d23ccd327a3361b1f1a,18,2019-Jan-21 00:00:00,2020-May-04 00:00:00,1549,V_Outgoing Call Memory,2020-May-04 14:03:00,TX
509ea0ed8e62a6c2a9f31b2916ce4f10,2502b72de7204081bb5c7a8ac627d8d0,b3fe687c13d317ad6ce38389528d8216,79,2018-Aug-01 00:00:00,2019-May-11 00:00:00,1579,V_Call Forwarding-Immediate,2019-May-11 14:55:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,58,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1540,V_Call back on busy,2020-Feb-29 10:11:00,TX
a554cc1065efdea68627e133958bca32,45636ddd123db631d63e246c5d004400,02059e815d999bda708149ae263946d3,5327,2018-Aug-01 00:00:00,2019-Jun-13 00:00:00,2097,V_Call Forwarding - Immediate,2019-Jun-13 09:34:00,TX
25bb001a9a7d38b64b7c97d98b82ef73,848ce93ce8378b13c7703b366a78272f,546191b74cd49d23ccd327a3361b1f1a,19,2019-Jan-21 00:00:00,2020-May-04 00:00:00,1575,V_Caller Line Identification,2020-May-04 14:03:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,59,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1532,V_Anonymous call barring,2020-Feb-29 10:11:00,TX
c7d79ae0fde653d4f00871d6ad14232b,868cc6224d5032bb0994b10b007c68fd,d0585e7c1504c613056314439a0cd4fc,44,2018-Aug-01 00:00:00,2019-Feb-05 00:00:00,1997,E_PeoTV Initiation,2019-Feb-05 17:28:00,TX
a554cc1065efdea68627e133958bca32,45636ddd123db631d63e246c5d004400,02059e815d999bda708149ae263946d3,5337,2018-Aug-01 00:00:00,2019-Jun-13 00:00:00,2095,V_Call Forwarding - On Busy,2019-Jun-13 09:34:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,61,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1548,V_Incoming Call Transfer,2020-Feb-29 10:11:00,TX
25bb001a9a7d38b64b7c97d98b82ef73,848ce93ce8378b13c7703b366a78272f,546191b74cd49d23ccd327a3361b1f1a,21,2019-Jan-21 00:00:00,2020-May-04 00:00:00,1577,V_Abbreviated Dialing,2020-May-04 14:03:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,62,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1545,V_Call Transfer Three way,2020-Feb-29 10:11:00,TX
c7d79ae0fde653d4f00871d6ad14232b,868cc6224d5032bb0994b10b007c68fd,d0585e7c1504c613056314439a0cd4fc,42,2018-Aug-01 00:00:00,2019-Feb-05 00:00:00,1606,E_TSTV,2019-Feb-05 17:28:00,TX
4e772b4a1d242c094ac1a51cb87df5a2,45636ddd123db631d63e246c5d004400,02059e815d999bda708149ae263946d3,7728,2019-Sep-19 00:00:00,2020-Jul-23 00:00:00,2081,V_Call Forwarding by time,2020-Jul-23 16:38:00,TX
25bb001a9a7d38b64b7c97d98b82ef73,848ce93ce8378b13c7703b366a78272f,546191b74cd49d23ccd327a3361b1f1a,22,2019-Jan-21 00:00:00,2020-May-04 00:00:00,1586,V_Absentee service,2020-May-04 14:03:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,63,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1542,V_Call Forwarding Offline,2020-Feb-29 10:11:00,TX
c7d79ae0fde653d4f00871d6ad14232b,868cc6224d5032bb0994b10b007c68fd,d0585e7c1504c613056314439a0cd4fc,43,2018-Aug-01 00:00:00,2019-Feb-05 00:00:00,1607,E_Video on Demand,2019-Feb-05 17:28:00,TX
4e772b4a1d242c094ac1a51cb87df5a2,45636ddd123db631d63e246c5d004400,02059e815d999bda708149ae263946d3,7725,2019-Sep-19 00:00:00,2020-Jul-23 00:00:00,2173,V_Hotline Service,2020-Jul-23 16:38:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,64,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1549,V_Outgoing Call Memory,2020-Feb-29 10:11:00,TX
25bb001a9a7d38b64b7c97d98b82ef73,848ce93ce8378b13c7703b366a78272f,546191b74cd49d23ccd327a3361b1f1a,23,2019-Jan-21 00:00:00,2020-May-04 00:00:00,1583,V_Hotline Service,2020-May-04 14:03:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,65,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1546,V_CLI presentation in call waiting,2020-Feb-29 10:11:00,TX
8412210aff6be6a4be9daf86f61b747d,85dc4c77234ac952f39d40c776ba4999,26f7b98917ce76fd6ef841bb9eacf706,58,2018-Aug-01 00:00:00,2019-Oct-19 00:00:00,1548,V_Incoming Call Transfer,2019-Oct-19 16:07:00,TX
4e772b4a1d242c094ac1a51cb87df5a2,45636ddd123db631d63e246c5d004400,02059e815d999bda708149ae263946d3,7726,2019-Sep-19 00:00:00,2020-Jul-23 00:00:00,2176,V_Absentee service,2020-Jul-23 16:38:00,TX
25bb001a9a7d38b64b7c97d98b82ef73,848ce93ce8378b13c7703b366a78272f,546191b74cd49d23ccd327a3361b1f1a,24,2019-Jan-21 00:00:00,2020-May-04 00:00:00,1578,V_Call Forwarding,2020-May-04 14:03:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,66,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1541,V_Call Forwarding by time,2020-Feb-29 10:11:00,TX
8412210aff6be6a4be9daf86f61b747d,85dc4c77234ac952f39d40c776ba4999,26f7b98917ce76fd6ef841bb9eacf706,59,2018-Aug-01 00:00:00,2019-Oct-19 00:00:00,1544,V_Call park,2019-Oct-19 16:07:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,67,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1543,V_Call holding,2020-Feb-29 10:11:00,TX
4e772b4a1d242c094ac1a51cb87df5a2,45636ddd123db631d63e246c5d004400,02059e815d999bda708149ae263946d3,7727,2019-Sep-19 00:00:00,2020-Jul-23 00:00:00,2079,V_Call holding,2020-Jul-23 16:38:00,TX
25bb001a9a7d38b64b7c97d98b82ef73,848ce93ce8378b13c7703b366a78272f,546191b74cd49d23ccd327a3361b1f1a,25,2019-Jan-21 00:00:00,2020-May-04 00:00:00,1582,V_Call Waiting,2020-May-04 14:03:00,TX
a3a081d40c100285156b0a757388a299,bdc09af2f924e6d3f18f754cb2aaf3f9,37b640aed304fffa3dcef2a324b6bafc,68,2018-Aug-01 00:00:00,2020-Feb-29 00:00:00,1544,V_Call park,2020-Feb-29 10:11:00,TX
8412210aff6be6a4be9daf86f61b747d,85dc4c77234ac952f39d40c776ba4999,26f7b98917ce76fd6ef841bb9eacf706,60,2018-Aug-01 00:00:00,2019-Oct-19 00:00:00,1549,V_Outgoing Call Memory,2019-Oct-19 16:07:00,TX
4e772b4a1d242c094ac1a51cb87df5a2,45636ddd123db631d63e246c5d004400,02059e815d999bda708149ae263946d3,7729,2019-Sep-19 00:00:00,2020-Jul-23 00:00:00,2082,V_Incoming Call Memory,2020-Jul-23 16:38:00,TX
b72d2c6567139854d885667309fac82e,575e428cb19cb70d4ae6798c598d7f52,9f627353234fc1201402b4f94d5bcd70,41,2018-Aug-01 00:00:00,2019-Feb-12 00:00:00,2080,V_Call Forwarding Offline,2019-Feb-12 23:35:00,TX
a444f3e3d27853c8b58a2584808d4323,907d406a73531d1a2feed8356d5b1ab4,3b441927a91a30b7daccc836acbfb12f,81,2018-Aug-01 00:00:00,2020-May-13 00:00:00,1544,V_Call park,2020-May-13 22:20:00,TX
b72d2c6567139854d885667309fac82e,575e428cb19cb70d4ae6798c598d7f52,9f627353234fc1201402b4f94d5bcd70,42,2018-Aug-01 00:00:00,2019-Feb-12 00:00:00,2083,V_Outgoing Call Memory,2019-Feb-12 23:35:00,TX
a444f3e3d27853c8b58a2584808d4323,907d406a73531d1a2feed8356d5b1ab4,3b441927a91a30b7daccc836acbfb12f,83,2018-Aug-01 00:00:00,2020-May-13 00:00:00,1586,V_Absentee service,2020-May-13 22:20:00,TX
182486ef8edf03ffee6d14a8943c2614,7fd9052b67b26d86a7fd41b01a2ce0d0,56b6ed37e0621100f8768b156fa7b14a,64,2018-Aug-01 00:00:00,2020-Jan-31 00:00:00,2086,V_SLT CLI,2020-Feb-01 00:00:00,TX
a444f3e3d27853c8b58a2584808d4323,907d406a73531d1a2feed8356d5b1ab4,3b441927a91a30b7daccc836acbfb12f,84,2018-Aug-01 00:00:00,2020-May-13 00:00:00,1577,V_Abbreviated Dialing,2020-May-13 22:20:00,TX
182486ef8edf03ffee6d14a8943c2614,7fd9052b67b26d86a7fd41b01a2ce0d0,56b6ed37e0621100f8768b156fa7b14a,67,2018-Aug-01 00:00:00,2020-Jan-31 00:00:00,2110,V_Sisu Connect,2020-Feb-01 00:00:00,TX
a444f3e3d27853c8b58a2584808d4323,907d406a73531d1a2feed8356d5b1ab4,3b441927a91a30b7daccc836acbfb12f,85,2018-Aug-01 00:00:00,2020-May-13 00:00:00,1545,V_Call Transfer Three way,2020-May-13 22:20:00,TX
f676a68c466387d834fece11b5891c86,e27754fd724a53f18e8ce79fc6744370,81b794726ed4bcf61fd0f0e058242058,76,2018-Aug-01 00:00:00,2020-Jul-06 00:00:00,1606,E_TSTV,2020-Jul-06 15:42:00,TX
a444f3e3d27853c8b58a2584808d4323,907d406a73531d1a2feed8356d5b1ab4,3b441927a91a30b7daccc836acbfb12f,86,2018-Aug-01 00:00:00,2020-May-13 00:00:00,1578,V_Call Forwarding,2020-May-13 22:20:00,TX
a444f3e3d27853c8b58a2584808d4323,907d406a73531d1a2feed8356d5b1ab4,3b441927a91a30b7daccc836acbfb12f,87,2018-Aug-01 00:00:00,2020-May-13 00:00:00,1582,V_Call Waiting,2020-May-13 22:20:00,TX
f676a68c466387d834fece11b5891c86,e27754fd724a53f18e8ce79fc6744370,81b794726ed4bcf61fd0f0e058242058,75,2018-Aug-01 00:00:00,2020-Jul-06 00:00:00,1607,E_Video on Demand,2020-Jul-06 15:42:00,TX
feebdc83f80ba16208b54c2902471410,1e108ee6766364edc543458ce876462f,0fa1d2aeb386d52b8fb4b545f3d28b5d,78,2018-Aug-01 00:00:00,2020-Aug-11 00:00:00,1607,E_Video on Demand,2020-Aug-11 13:00:00,TX
a444f3e3d27853c8b58a2584808d4323,907d406a73531d1a2feed8356d5b1ab4,3b441927a91a30b7daccc836acbfb12f,88,2018-Aug-01 00:00:00,2020-May-13 00:00:00,1583,V_Hotline Service,2020-May-13 22:20:00,TX
