,event_source.hash,outgoing_country,Revenue_on_Usage_Cumulative
331,aabc9272bdd09cb7ebb7c6aa53209de9,['U.K.'],931933
332,ab97314f71804f7cc9fe63ab40d25d01,['Canada'],233323
333,ac425214d19f951d8d4d5975a6bbaf7e,['United Arab Emirates'],306333
334,ac4bd8d97bb360c8d5a4cd10cd92ca55,['Kuwait -Mobile'],558000
335,acb74f0a36dd8628eca56b36daa1e186,['U.S.A'],8003
336,acd82906e0adb2aacfca360304f36a44,['Qatar - Mobile'],22500
337,ada577255883cfc2a596b87c05940bd2,['Saudi Arabia - Mobile'],755250
338,adc4b28394ff56a5057177750ebda206,['Singapore'],25000
339,ae36df655dd53094a472c4af3a3954be,"['Romania - Mobile', 'Italy', 'Romania', 'Italy - Mobile']",6382097
340,ae8f6e654747d4b79d958cd670bff9cf,"['UK - Mobile', 'France', 'U.S.A', 'United Arab Emirates  - Mobile']",147788
341,ae94fbc38bc768df1efaae49b6fb256f,['France'],21117
342,aec4a71342256be71703b92611ded6b3,['Australia - Mobile'],225900
343,aeeca052315807836dedd407bdb1a543,['United Arab Emirates  - Mobile'],23000
344,afdd282f38d3a10042cfbf353952e705,['Canada'],167499
345,b0086f6ecf11840b169fd79537c8f552,['Italy - Mobile'],16200
346,b00f41ee6e26baa6780be7dcb509ec45,['Saudi Arabia - Mobile'],563033
347,b02a0686008b8d5d5acf5f3cdad15ba7,"['Australia - Mobile', 'U.K.', 'Australia']",661784
348,b04682a32a80d7a4cc4e85f30fe2d141,['U.S.A'],17887
349,b05e755cb2ca2e36cd39873f14a4280f,"['Denmark - Mobile', 'U.S.A']",576766
350,b06ebdf4b8f7558fdecd980219c22089,"['United Arab Emirates', 'Israel - Mobile']",13423758
351,b11d3c34ce836cd5afee7338a5f122e7,['U.S.A'],47040
352,b12be81bb66614f327413c145d4cc59d,['United Arab Emirates  - Mobile'],634667
353,b1aafe99cabaf4d732ef50de71788b51,['Italy - Mobile'],169200
354,b1e1f92a2d017ea8f0b457533636ed33,"['Canada', 'U.S.A']",39445
355,b2bbed613dcdbc1477ce5d97dd7b9a38,['Italy - Mobile'],5745600
356,b2c336ceba4ef6e9f4ac560cd9317e89,"['Australia - Mobile', 'UK - Mobile', 'Australia']",545417
357,b36a0857b23d1369fadd24c5893aa129,['Australia - Mobile'],2100
358,b3752d39e0bd16936cbdab618d7195d4,['U.S.A'],1715
359,b45755ef2c73250dc00e40f5e4467814,"['Canada', 'Italy - Mobile']",3711405
360,b4ebf69d102a8eab6a6c7004a3d22d2f,['United Arab Emirates'],44667
361,b5032da4699f32257a030e295aa1369c,['Italy - Mobile'],95700
362,b5368c72eb12c24c97404bd8d9a6e333,['Australia - Mobile'],88800
363,b5559511d8d48eb2403d2eb397ccf793,['U.S.A'],1797
364,b635fc31617ffc9c1e6b5015fb32e108,"['Maldive Islands', 'Singapore']",308400
365,b699801e9da7e5faa2b23693bdcb6dbc,"['Maldive Islands', 'China']",222133
366,b6ac3468b72baad19ec2ac0ebdbaa52f,['U.S.A'],19437
367,b709629357ddf011823f36b6aa17da12,['U.K.'],71867
368,b71810a97f7948547d4c05a40a8e4f3a,"['Canada', 'UK - Mobile', 'India', 'U.K.']",94251
369,b77149f3ae161de9a52d0f9f566d3fce,['Australia'],199033
370,b7c34f91082283caff74b6e5f748b450,['Australia - Mobile'],278400
371,b7d5664e4933f87b7ce2d3dbfa818522,"['Kuwait -Mobile', 'United Arab Emirates  - Mobile']",6928000
372,b8471e473c10b61c5b941bd8e0da6ec7,['Canada'],71133
373,b99957e9215d70ac90b5819e405827f7,['Canada'],192000
374,ba16630ac99daf7fcf0281c6c0d5fd61,"['Turkey', 'Singapore', 'Netherlands', 'Israel - Mobile', 'Bangladesh']",990050
375,ba46297d4a36bb779cb758e4593611d5,['Australia'],97650
376,ba92265629d900b924251cd37dd93292,['UK - Mobile'],228600
377,bac9c1ee0157c0ee310899de8e7fd030,"['Australia - Mobile', 'United Arab Emirates  - Mobile']",250433
378,bae8347a754b9575f88932686b9b7494,['U.K.'],1703567
379,bae88a1b8f63ddd7312558944f5b0bbb,['Australia - Mobile'],56700
380,bc7751f4b43e326e6d69a4f8e706574d,['France - Mobile'],50400
381,bd60e0087acdac3b468e12a2a9f4bcae,"['Australia - Mobile', 'UK - Mobile', 'U.K.']",477951
382,bd92972e862d39981a75aae534de510f,['Australia - Mobile'],1380000
383,bece8aa5f779178087b00130c08a181e,"['Australia - Mobile', 'UK - Mobile', 'Australia']",218883
384,c03b0d826f02b1c508a04c7c96b03bf4,"['U.K.', 'Denmark - Mobile']",92133
385,c05398fce653141ad481c4a2243b0d99,['UK - Mobile'],87900
386,c0987213f252e79fef54ccd2e6a33ce9,['U.S.A'],3185
387,c0bfa8a801e3031ea39e6be0995dd1e3,"['India', 'Qatar - Mobile']",78402
388,c0c3787c5618ece7f1456dc6e3c7363f,['U.S.A'],1633
389,c0f033555b6da11fc198eaa673dfa4df,['Singapore'],1386400
390,c186b34020d0ef7647c6e32d1761603a,['Saudi Arabia - Mobile'],92150
391,c1f73b57eca12e75a982320192405a08,"['Canada', 'Switzerland', 'U.K.']",245350
392,c244991a007ea1568e0bf44a5934b5a8,['U.S.A'],87547
393,c2bda08608df327bdc42c2edecb94027,['Maldive Islands'],16133
394,c31549e83c8d27f87a6fa89ca360b35e,"['Australia - Mobile', 'Canada']",277720
395,c3390000441cab42bf438a7e8a664e3a,['Korea Republic Of - Mobile'],10633
396,c3c3bfb4b031a99779531af017e2b2ea,"['Germany', 'Malaysia', 'Philippines - Mobile', 'Vietnam', 'Israel', 'Saudi Arabia - Mobile', 'Australia', 'Malaysia - Mobile']",829166
397,c5a7b38096f4547e23fba9a4ec2059cd,['U.S.A'],709684
398,c65cbf44d0aa63364dd7344813454e74,['United Arab Emirates  - Mobile'],12148335
399,c6776d3db9db4aab02f4cefcff391911,['Australia'],700
400,c826982d1b7fa9a8f9b8c819c62e67b3,['Kuwait -Mobile'],21900
401,c94b7fdc3803b94fd02ad40b50ad18f1,['Australia - Mobile'],1308600
402,c9d10d8f24534286ad5a2a990418a851,['U.S.A'],7759
403,ca0fd092dd504fd1037b37238187cc0c,['U.S.A'],4175456
404,ca7177dce0c88239d82e5986b76d477c,['U.K.'],682035
405,ca97835dead50a8e39ffddae2e6c54ca,['Singapore'],244000
406,cb30873cacf17f4d90e106ea7aa8c26b,['France - Mobile'],813900
407,cb98e8b25a770c58e98d46d29f8b097c,['Malaysia'],151400
408,cbaa45b98a81b93ab859dae2b138bff9,"['Indonesia', 'Singapore']",174200
409,cbd41a460c8a79690eedebafd8420d45,"['Australia - Mobile', 'U.K.']",156517
410,cc625d9c831db6d985e6ec76a9fc5f15,['Italy - Mobile'],5700
411,ccde2fe98a1b0b698ffc99a40bbafbc0,"['U.K.', 'India']",318657
412,cdafe7ed4e5d6d5547d28a02b5002b46,['U.S.A'],21233
413,cdcb8afc1bb19d587c546d8e8b3dc04d,"['Finland - Mobile', 'Thailand', 'United Arab Emirates  - Mobile']",131033
414,ce571218ef0656e1f1ee99c71ec315b7,['U.S.A'],1297110
415,cedaa4b4dbcf053a6c023d03bb698624,"['United Arab Emirates', 'U.S.A']",9331655
416,cf822299458d4a221c091c263381c58c,['Japan - Mobile'],67333
417,cfa186644d88917aaef0aff88c545538,"['U.K.', 'UK - Mobile']",290267
418,cff2de1fdc15c64b0c34aaa3a269f4f2,['Kuwait -Mobile'],17700
419,d00435326f5da4f573894be8351232a3,['Switzerland - Mobile'],25000
420,d01f3f4116a3d84b88c33dd79fc7ac07,['Canada'],278238
421,d020e62aa01df1d51363cc2cd7213e50,['Italy - Mobile'],6679200
422,d0b23dcda7f59fa107be1bfddf720895,['Oman-Mobile '],201850
423,d0d3146b14adab8e3e33dd03b7a1d5d5,['UK - Mobile'],20100
424,d1242f511ea15d95e64da729cd597a3c,"['U.S.A', 'Oman-Mobile ', 'India']",462996
425,d12cfec3f3341754b73eeeb57a1c1c53,['Saudi Arabia - Mobile'],5384
426,d41379ae8b99ba302277963826a796de,"['Australia - Mobile', 'Australia']",839567
427,d44a9019a8434d005aab2f10e30e65a0,['Australia - Mobile'],103500
428,d4befb695964293521c48a8335a3ab9a,['United Arab Emirates'],3333
429,d4eec8e7da1cdd41ad17797dee3b26da,['Australia - Mobile'],3600
430,d537494097007e8e982b5e2f68f54559,"['United Arab Emirates', 'UK - Mobile']",3639733
431,d5bc2dd01f35fd6a7f65b41779eaaf77,['United Arab Emirates  - Mobile'],46000
432,d6888f787c53ba9c98094745ebbcf27b,"['Australia - Mobile', 'Maldive Islands']",214333
433,d6aa1beb4731c60920a88171b5b09a35,"['Australia - Mobile', 'U.S.A']",45037
434,d6d169e7dc91d8c4344adeecb647a8f1,"['Australia - Mobile', 'Canada', 'France - Mobile', 'Australia']",870495
435,d7cfdae06b80b67663e60388f0098c63,['United Arab Emirates  - Mobile'],667
436,d7d4b6e066525bb42367119c91b7452f,['New Zealand'],217800
437,d830177872eee99feb565272426eeac8,['UK - Mobile'],18600
438,d891fafd066d8577539f5549318ef714,['Italy - Mobile'],115200
439,d8c1319297ea3a43d5ebf6cc955d71c6,['Japan - Mobile'],12333
440,d96d36e4be0fb183ddc3f73d78dd8f72,"['France - Mobile', 'U.S.A']",29018
441,d974f075fd178127e452bffe6a92c920,"['Australia - Mobile', 'United Arab Emirates', 'U.S.A', 'New Zealand - Mobile']",2520790
442,da7079682cce6fe25a7b4227673e26a8,['United Arab Emirates  - Mobile'],9000
443,da7b90e46c9e5d7a73a5b482040c113d,['Japan - Mobile'],211000
444,db7e4b8a8752e0a0af834f0e6eab8a0b,['UK - Mobile'],6300
445,db886d8ca4d0ac1d4e16cb02156ce30d,"['Australia - Mobile', 'UK - Mobile', 'Singapore', 'Germany - Mobile']",85400
446,dd12f15abe9ea1dbe6f1c42d6210de5c,"['U.S.A', 'Pakistan']",2299732
447,dd19a517a805c87b95b36a28b7db8d60,"['Australia - Mobile', 'UK - Mobile']",1833300
448,dd8a4d89a889f334738904c7a64905d4,"['Denmark - Mobile', 'Maldive Islands', 'Denmark']",1475833
449,ddea1fae74e5a77f14e76509462061c7,"['Australia - Mobile', 'Australia', 'U.S.A']",505582
450,de0e74adf526ad490d6fdf1c3ce76353,['Saudi Arabia - Mobile'],57633
451,dec3c7dca8c8920de2b71fb900017434,['UK - Mobile'],259500
452,defab5b5f46fd3c1696aeadc0d3e57a5,['Australia'],1050
453,dfe3cebfc4e26591c25b32a3486ee6f4,"['United Arab Emirates', 'Japan - Mobile', 'Japan', 'India']",187449
454,e00811304620ccea1f2d33e2e4c9a335,"['Australia - Mobile', 'Singapore']",6892200
455,e07eed90f545fb0e093cf1ba932932d7,['U.S.A'],35688
456,e151cb14a07999a8cee1bd15d2545cd8,['Korea Republic Of - Mobile'],64534
457,e1584639161ed03ba5bb683e176af222,['Australia - Mobile'],3254400
458,e15d29cc06e8823c845f9c1daf56896d,"['Australia - Mobile', 'United Arab Emirates  - Mobile']",372600
459,e22e27afdfc7cb4af2360ff10d3df5be,"['Cyprus - Mobile', 'Singapore']",764467
460,e322f5f2bc97ed443b31637172b3ad29,['U.K.'],199268
461,e3279532efd5a6d6af5d90a9a4423067,['Sweden'],63000
462,e34715fd1ec5ecf28eaebc06101413ce,"['Qatar - Mobile', 'United Arab Emirates  - Mobile']",325750
463,e353b9a7ecc02ca7fa761e19f25fc295,"['Australia', 'China', 'Qatar - Mobile']",688683
464,e3a583ce0de72e72774c02310dc0fe32,"['Australia - Mobile', 'Maldive Islands']",356167
465,e3e536f44d4c760b36547c5b34dc6e00,['Saudi Arabia - Mobile'],193166
466,e53c8174bee77d55903c6294ec6498f6,['Canada'],22213
467,e58a597b42a2be4afbefbbb128d60411,['United Arab Emirates  - Mobile'],54333
468,e5d215e3be7de43ef5f7f85d4220bad9,['U.S.A'],1225
469,e66f05c8cbb406c091cc1071eac46b4a,['Australia - Mobile'],96000
470,e6e8f0cf6b688754a6d105eebd33be28,['Canada'],2023614
471,e71bb1b9eb42d37ddc7d52bb07ab1f8a,['Canada'],653
472,e82cd17dabaa5814f3cf438af8d785c3,['Canada'],67539
473,e8383bd90c3e6207d3db6234a5fa0ff1,['France - Mobile'],4500
474,e88da715b7de522a6daf724c32045541,['U.K.'],10267
475,e96dd0eddcb6b55254fc847d70e8c66c,['Italy - Mobile'],908400
476,eb2e1d215818020d5ed5430c3236c6e1,['Cyprus'],31667
477,eb77a3cfb5e71c7935d72d33ee26c722,['Qatar - Mobile'],161250
478,eb809250a1ec5e8531cf992e663a6972,['Malaysia'],5600
479,eb90a03e3d097c60732ebeae5bfd0fd7,"['United Arab Emirates', 'United Arab Emirates  - Mobile']",1618334
480,edaa976e6791c82c498810defdb0b492,"['Canada', 'U.S.A']",334342
481,edfd3e0eb696b7a8d31c05f968c6fbcf,['France'],13650
482,ee0f82f615804366ae5389796522ec41,['U.S.A'],130503
483,ee4fe76990876ffba649fb71b683e91c,"['Japan', 'Japan - Mobile']",2096884
484,ee78f9b1b26a91e597ac88b2deb50c12,"['Qatar - Mobile', 'India', 'United Arab Emirates  - Mobile']",267979
485,ef0846eff35b61ab21e8b01ca1929dea,['U.S.A'],8738
486,ef2ee74ecb8d2c346e43a947c96ae1ee,['Kuwait -Mobile'],4500
487,ef78b01f6dfaf27e12a4ae9659aee5fd,['Italy - Mobile'],8400
488,efa64b328207e7017aca658b2a32ce9d,"['UK - Mobile', 'U.S.A', 'Australia', 'New Zealand - Mobile', 'Canada']",507971
489,f1414aac049cb6aabd967922c92160ac,['U.K.'],30567
490,f248ec52f83f060f5b3177510ab270b7,['Switzerland'],4800
491,f24c3becafad596b82f3c1ee38375ee7,"['Australia - Mobile', 'Australia']",1067282
492,f3408397c4c2b62c258dc07a6a1d4466,['Canada'],23928
493,f36049a029726b88e7ccc0ac53cd966c,['Italy - Mobile'],295200
494,f3bc926ce950efffdea8bd5287e141ce,['United Arab Emirates'],23667
495,f40d3fd863026bd59ac0b6c86c5d390c,['U.S.A'],261742
496,f42ca709abfd81f015e40ee5af3da6c9,"['Australia - Mobile', 'UK - Mobile']",40200
497,f4ddd9b3657e0c4a53ec796d45a12bab,"['Qatar - Mobile', 'Singapore']",192768
498,f50e8a2522301fa447153e007a624011,['France'],350
499,f632a7b1c3ed74a49d66dc397f637937,['Australia - Mobile'],13800
500,f6a7b28f970d152c4af7109cb211cbef,"['Australia - Mobile', 'Italy', 'Italy - Mobile']",24030
501,f6f97a90a742d6f3ee157c9e519c7242,"['France - Mobile', 'U.K.', 'United Arab Emirates  - Mobile']",724950
502,f74cb22c89ace83b0f9feefce6191b0d,['Saudi Arabia - Mobile'],179233
503,f76049dd340bc1edbf3a0e77b5418eea,['Italy - Mobile'],785400
504,f7c44808bcae06037bbb1a9d2aa44291,['U.K.'],155050
505,f8526f6ce7814ad229916d4b2643d332,['United Arab Emirates  - Mobile'],7667
506,f852c66e165c8845bf24e759a33e0bfe,['Saudi Arabia - Mobile'],102600
507,f98f6750211cfdc7fee9a826ff5293b4,['Maldive Islands'],946001
508,facfe99fff1a63941380ad952a055621,"['Australia', 'Malaysia - Mobile', 'India']",63468
509,fdf1cca1f96ccf2fdf7426b6bd74309e,['U.S.A'],3267
510,fdf4d7c06392afe91b2b230a72baab07,['Qatar - Mobile'],219583
511,fe0bea5ee8cbf5765fb5d29e0423fdcc,['Kuwait -Mobile'],5400
512,fe20b17a9573e4b7e765cc3098728f3d,['Australia - Mobile'],442500
513,fe4e907a21bb03842eb88d0c0d633ca8,['India'],1057550
514,ff445f580f7525bd9f1455d6b09704cd,['United Arab Emirates'],5000
515,ff7e0f4edb7b39b683b9134af37fc4d3,"['Australia - Mobile', 'Canada', 'Australia']",2452820
516,ffd96f173d6cd683bf3384bdc2f99713,"['Australia - Mobile', 'Australia']",1063517
